Complexity,Loss,Equation
1,1.0,"9.2775826e-7"
2,0.9979657,"neg(theta)"
3,0.9962242,"(-0.013254011 * theta_v_surge)"
8,0.9959443,"neg((theta_v_surge / 1.3228123) * (-0.43148807 + 0.4552572))"
