Complexity,Loss,Equation
1,0.9970129,"theta"
2,0.9959184,"square(gamma_)"
3,0.9920256,"(0.0020697522 * v_surge)"
4,0.9919067,"sin(0.0020697522 * v_surge)"
5,0.99080026,"((0.0020697522 * v_surge) - -0.03417522)"
6,0.99064153,"sin((0.0020697522 * v_surge) - -0.03417522)"
7,0.99052274,"sin(sin((0.0020697522 * v_surge) - -0.03417522))"
