Complexity,Loss,Equation
1,0.0036800469,"-8.5298275e-9"
3,0.0030877169,"x3 * 0.024348812"
5,0.001850894,"(x15 + x3) * 0.03589614"
7,0.001837056,"(x14 * -0.05376248) - (x3 * -0.06770417)"
9,0.0014740347,"(x3 + x15) * ((x0 * -0.018870216) + 0.04685695)"
11,0.001391345,"((x0 - 2.197661) * ((x15 + x3) - -0.15080553)) * -0.023244381"
13,0.00087897,"(x0 - 1.4970596) * ((((x13 + 0.31471482) * -1.9414178) - x3) * 0.041428365)"
15,0.0008775163,"((x0 - 1.5048982) * ((((x13 + 0.32455626) * -1.9390434) - x3) * 0.041058987)) - 0.00169008"
16,0.00074905413,"((log(x13 + 1.3838795) * -2.5756464) - x3) * ((x9 * 0.04053638) + -0.064988434)"
17,0.00069143466,"((x0 - 1.9892712) * (x13 - (((x0 - 0.9978659) * (x13 + 0.5954077)) - x3))) * -0.039791953"
19,0.0006711163,"((x0 - 1.7133015) * (x13 - (sin((x0 - 1.3446785) * (x13 + 0.59145784)) - x3))) * -0.0431538"
21,0.00066537416,"(x0 - 1.695578) * ((x13 - (sin((x0 - 1.3276197) * (x13 + 0.55707586)) - (x3 + 0.07939313))) * -0.04400914)"
23,0.00066186034,"((x13 - (sin((x13 + 0.55410886) * (x0 - 1.3348747)) - (x3 + 0.10788278))) * ((x0 - 1.7128501) * -0.043721408)) - 0.0026918445"
27,0.0006490887,"(x13 - ((log(x13 + 1.596701) * (x0 - log(x13 + (x2 + 3.1585443)))) - x3)) * ((x0 - 1.6958205) * -0.04579828)"
29,0.00064348785,"(((x13 + 0.09079373) - ((log(x15 + 1.5571523) * (x0 - log((x13 + x2) + 2.7037416))) - x3)) * (x0 - 1.72077)) * -0.04512018"
31,0.0006309133,"(((x13 - ((sin(x15 + 0.49646887) * (x0 - (sin(x3) + (sin(x16 + x13) + 0.8100021)))) - x3)) + 0.17980896) * (x0 - 1.684761)) * -0.04499519"
32,0.0006259415,"((1.6617138 - x0) * 0.047964897) * ((x15 + 0.15255718) - (sin((x0 - (sin((x15 + x16) + -1.0830082) + 1.4989637)) * log(x13 + 1.5192685)) - x3))"
33,0.0006176886,"((x0 - 1.7630465) * -0.04415804) * ((x15 - ((sin(x13 + 0.5218086) * (x0 - (sin(x3) + (sin(x16 + sin(x13)) + 0.78599393)))) - x3)) + 0.14676528)"
35,0.00061743637,"(x0 - 1.7630465) * sin(((x15 - ((sin(x13 + 0.5218086) * (x0 - (sin(x3) + (sin(x16 + sin(x13)) + 0.78599393)))) - x3)) + 0.14676528) * -0.044172406)"
36,0.0006172511,"((x0 - 1.6804132) * (((x13 - (sin((x0 - (sin(x15 + (x16 + -1.0598372)) + 1.4965636)) * log(x13 + 1.4925723)) - x3)) + 0.18044943) * -0.04755527)) - (x1 * -0.0026594303)"
38,0.00061531225,"((1.6800997 - x0) * ((x13 + (0.18487656 - (sin((x0 - (sin(x16 + (x15 + -1.0530347)) + 1.4877094)) * log(x13 + 1.489437)) - x3))) * 0.046933327)) - ((x0 - x6) * 0.0022964345)"
40,0.00061039877,"(((x0 - 1.6800739) * ((x13 + 0.1792473) - (sin((x0 - (sin((x16 + -1.0524458) + x13) + 1.4951087)) * log(x13 + 1.4887823)) - x3))) * -0.046804637) - (((-0.1741759 - x6) - x1) * 0.0031547046)"
