complexity,loss,score,equation,sympy_format,lambda_format
1,0.060612418,0.0,6.798015e-8,6.79801500000000e-8,PySRFunction(X=>6.79801500000000E-8)
3,0.056986168,0.03084560892736643,(-0.06022381 * gamma_t),-0.06022381*gamma_t,PySRFunction(X=>-0.06022381*gamma_t)
5,0.053133506,0.03500042217525762,((0.030166773 * a_sway) * gamma_t_1),0.030166773*a_sway*gamma_t_1,PySRFunction(X=>0.030166773*a_sway*gamma_t_1)
7,0.034194887,0.22036579870057083,((0.066231355 * a_sway) * (gamma_t + dgamma_t_1)),0.066231355*a_sway*(dgamma_t_1 + gamma_t),PySRFunction(X=>0.066231355*a_sway*(dgamma_t_1 + gamma_t))
8,0.0341948,2.5442432571363327e-06,((sin(0.066231355) * a_sway) * (gamma_t + dgamma_t_1)),0.0661829439596116*a_sway*(dgamma_t_1 + gamma_t),PySRFunction(X=>0.0661829439596116*a_sway*(dgamma_t_1 + gamma_t))
9,0.032239705,0.05887481825215426,((0.078851745 * a_sway) * ((gamma_t_1 / 1.3631709) + dgamma_t_2)),0.078851745*a_sway*(dgamma_t_2 + 0.733583734805372*gamma_t_1),PySRFunction(X=>0.078851745*a_sway*(dgamma_t_2 + 0.733583734805372*gamma_t_1))
11,0.030296428,0.031084474847631213,(((a_sway * a_sway) * (dgamma_t_2 + (gamma_t_2 + -0.9950877))) * -0.011256391),-0.011256391*a_sway**2*(dgamma_t_2 + gamma_t_2 - 0.9950877),PySRFunction(X=>-0.011256391*a_sway**2*(dgamma_t_2 + gamma_t_2 - 0.9950877))
13,0.02675922,0.0620753654620394,((0.078851745 * a_sway) * (dgamma_t_2 - (((0.054850426 * a_sway) - 0.62311345) * gamma_t_2))),0.078851745*a_sway*(dgamma_t_2 - gamma_t_2*(0.054850426*a_sway - 0.62311345)),PySRFunction(X=>0.078851745*a_sway*(dgamma_t_2 - gamma_t_2*(0.054850426*a_sway - 0.62311345)))
15,0.024180258,0.05067128587412264,((0.078851745 * a_sway) * (dgamma_t_2 - (((0.054850426 * a_sway) - 0.62311345) * (gamma_t_2 - 0.53433704)))),0.078851745*a_sway*(dgamma_t_2 - (0.054850426*a_sway - 0.62311345)*(gamma_t_2 - 0.53433704)),PySRFunction(X=>0.078851745*a_sway*(dgamma_t_2 - (0.054850426*a_sway - 0.62311345)*(gamma_t_2 - 0.53433704)))
16,0.023803748,0.015693467834397984,(sin(0.078851745 * a_sway) * (dgamma_t_2 - (((0.078851745 * a_sway) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(0.078851745*a_sway),PySRFunction(X=>(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(0.078851745*a_sway))
17,0.023467826,0.014212670585841173,(sin(sin(0.078851745 * a_sway)) * (dgamma_t_2 - (((0.078851745 * a_sway) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(0.078851745*a_sway)),PySRFunction(X=>(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(0.078851745*a_sway)))
18,0.023375796,0.003929248613789615,(sin(sin(sin(0.078851745 * a_sway))) * (dgamma_t_2 - (((0.078851745 * a_sway) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(sin(0.078851745*a_sway))),PySRFunction(X=>(dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(sin(0.078851745*a_sway))))
19,0.023258317,0.005038339574105904,(sin(sin(0.078851745 * a_sway)) * ((dgamma_t_2 * 0.8604795) - (((0.078851745 * a_sway) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(0.8604795*dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(0.078851745*a_sway)),PySRFunction(X=>(0.8604795*dgamma_t_2 - (0.078851745*a_sway - 0.52368104)*(gamma_t_2 - 0.75867957))*sin(sin(0.078851745*a_sway)))
20,0.022743134,0.022399490849065454,(sin(sin(0.078851745 * (a_sway + -0.19869846))) * (dgamma_t_2 - ((sin(0.078851745 * a_sway) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(dgamma_t_2 - (gamma_t_2 - 0.75867957)*(sin(0.078851745*a_sway) - 0.52368104))*sin(sin(0.078851745*a_sway - 0.0156677202998127)),PySRFunction(X=>(dgamma_t_2 - (gamma_t_2 - 0.75867957)*(sin(0.078851745*a_sway) - 0.52368104))*sin(sin(0.078851745*a_sway - 0.0156677202998127)))
24,0.0226832,0.0006596838166196782,(sin(0.078851745 * (a_sway - 0.22964264)) * ((dgamma_t_2 * 0.8604795) - ((sin(sin(sin(sin(0.078851745) * a_sway))) - 0.52368104) * (gamma_t_2 + -0.75867957)))),(0.8604795*dgamma_t_2 - (gamma_t_2 - 0.75867957)*(sin(sin(sin(0.0787700589940837*a_sway))) - 0.52368104))*sin(0.078851745*a_sway - 0.0181077228904068),PySRFunction(X=>(0.8604795*dgamma_t_2 - (gamma_t_2 - 0.75867957)*(sin(sin(sin(0.0787700589940837*a_sway))) - 0.52368104))*sin(0.078851745*a_sway - 0.0181077228904068))
25,0.02265126,0.001409082860357338,(sin(0.078851745 * ((a_sway * 0.9210348) + -0.23321225)) * ((dgamma_t_2 + -0.051412772) - (((sin(0.078851745) * a_sway) - 0.52368104) * ((gamma_t_2 + -0.75867957) + -0.051412772)))),(dgamma_t_2 - (0.0787700589940837*a_sway - 0.52368104)*(gamma_t_2 - 0.810092342) - 0.051412772)*sin(0.072625201185726*a_sway - 0.0183891928678763),PySRFunction(X=>(dgamma_t_2 - (0.0787700589940837*a_sway - 0.52368104)*(gamma_t_2 - 0.810092342) - 0.051412772)*sin(0.072625201185726*a_sway - 0.0183891928678763))
28,0.022568738,0.0012166017286836907,(sin(sin(0.078851745 * ((a_sway * 0.9210348) + -0.23321225))) * ((dgamma_t_2 + -0.051412772) - (((sin(0.078851745) * a_sway) - 0.52368104) * ((gamma_t_2 + -0.75867957) + (-0.051412772 * 0.96420324))))),(dgamma_t_2 - (0.0787700589940837*a_sway - 0.52368104)*(gamma_t_2 - 0.808251931339781) - 0.051412772)*sin(sin(0.072625201185726*a_sway - 0.0183891928678763)),PySRFunction(X=>(dgamma_t_2 - (0.0787700589940837*a_sway - 0.52368104)*(gamma_t_2 - 0.808251931339781) - 0.051412772)*sin(sin(0.072625201185726*a_sway - 0.0183891928678763)))
30,0.02238362,0.004118116483759916,((0.078851745 * (a_sway + -0.15853935)) * (((((gamma_t_1 / 1.8864499) + (dgamma_t_2 - ((0.078851745 * a_sway) * (((gamma_t - 0.11324161) + -0.87981266) - sin(dgamma_t))))) * 0.721507) + -0.09105626) * 1.141563)),(0.078851745*a_sway - 0.0125011043986658)*(-0.0649459003472614*a_sway*(gamma_t - sin(dgamma_t) - 0.99305427) + 0.823645695441*dgamma_t_2 + 0.436611486708977*gamma_t_1 - 0.10394645733438),PySRFunction(X=>(0.078851745*a_sway - 0.0125011043986658)*(-0.0649459003472614*a_sway*(gamma_t - sin(dgamma_t) - 0.99305427) + 0.823645695441*dgamma_t_2 + 0.436611486708977*gamma_t_1 - 0.10394645733438))
