Complexity,Loss,Equation
1,0.0052941134,"-7.079376e-8"
2,0.005294113,"square(2.4077185e-6)"
3,0.002958136,"(x7 * 0.04833194)"
5,0.002869515,"(-0.034171466 * (x10 - x7))"
6,0.0027209935,"(-0.016906122 * (x10 - square(x2)))"
7,0.002591328,"(-0.016906122 * (square(x10) - square(x2)))"
8,0.0024147094,"(-0.016906122 * ((0.9565244 - square(x2)) + x10))"
9,0.00226715,"(-0.025865087 * ((x11 * x2) + (x10 + 0.74691856)))"
10,0.00224595,"(-0.025865087 * ((x11 * x2) + abs(x10 + 0.74691856)))"
11,0.0021764885,"(-0.024186747 * ((x11 * x4) + abs(cos(x4) + x10)))"
12,0.0021626488,"(-0.024186747 * ((x11 * x2) + (cos(x2 * x14) + x10)))"
13,0.0021308463,"(-0.025865087 * ((x11 * x2) + abs(x10 + cos(-0.745844 + x2))))"
15,0.0019715324,"(tanh(-0.03241335 * ((x11 * x4) + (x10 - -0.7853002))) * cos(x14 + 0.7974302))"
16,0.0019436757,"(tanh(-0.03241335 * ((x11 * x4) + (x10 - -0.7853002))) * cos(sin(x14 + 0.7974302)))"
17,0.0018808781,"((-0.03241335 * ((x11 * x2) + (sin(cos(x2)) + x10))) * cos(cos(x13 - -0.49938893)))"
18,0.0017943316,"((-0.03241335 * ((x11 * x4) + (cos(-0.03241335) + x10))) * (square(sin(x13 - -0.64989203)) + 0.4135135))"
19,0.0017677733,"((-0.03241335 * ((x11 * x4) + (cos(0.7001199) + x10))) * (square(sin(x13 - -0.64989203)) + sin(0.4135135)))"
22,0.0017430824,"sin((-0.03241335 * ((x11 * x4) + (cos(x11 * x4) + x10))) * (square(sin(x13 - tanh(-0.64989203))) + 0.4135135))"
23,0.0017323352,"sin(tanh(-0.03241335 * ((x11 * x4) + abs(cos(tanh(tanh(x7))) + x10))) * (square(sin(x13 - -0.64989203)) + 0.4135135))"
24,0.001671841,"tanh(sin((-0.03241335 * ((x11 * x4) + (cos(x13 * x4) + x10))) * (sin(square(sin(x13 - tanh(-0.64989203)))) + 0.4135135)))"
25,0.0016543473,"sin((-0.039298162 * ((x11 * x4) + square(0.5091426 + sin(x10)))) * abs((sin(square(x13)) + sin(sin(x13) - -0.64989203)) - 0.12613253))"
26,0.0013645042,"tanh(sin(sin((-0.039298162 * ((x11 * x4) + square(sin(sin(abs(x0))) + sin(x0)))) * (sin(square(x13)) + tanh(x13 - -0.64989203)))))"
27,0.0013354572,"sin(tanh(sin(sin((-0.039298162 * ((x11 * x4) + square(sin(sin(abs(x0))) + sin(x0)))) * (sin(square(x13)) + tanh(x13 - -0.64989203))))))"
28,0.001311433,"tanh(sin(tanh(sin(sin((-0.039298162 * ((x11 * x4) + square(sin(abs(x0)) + sin(x0)))) * (sin(square(x13)) + tanh(sin(x13) - -0.64989203)))))))"
29,0.001287872,"tanh(sin(tanh(sin(sin((-0.039298162 * ((x11 * x4) + square(sin(sin(abs(x0))) + sin(x0)))) * (sin(square(x13)) + tanh(sin(x13) - -0.64989203)))))))"
