complexity, loss      , score               , equation                                            , sympy_format                                 , lambda_format
         1, 0.99991876, 0.0                 , torque                                              , torque                                       , PySRFunction(X=>torque)
         3, 0.6486625 , 0.21638074252873074 , (v_surge * 0.0069339355)                            , 0.0069339355*v_surge                         , PySRFunction(X=>0.0069339355*v_surge)
         5, 0.59400415, 0.044013122377151145, ((0.008016537 * v_surge) + 0.23874545)              , 0.008016537*v_surge + 0.23874545             , PySRFunction(X=>0.008016537*v_surge + 0.23874545)
         7, 0.5643531 , 0.02560309321929042 , (((0.008016537 * v_surge) - sin_theta) + 0.23874545), -sin_theta + 0.008016537*v_surge + 0.23874545, PySRFunction(X=>-sin_theta + 0.008016537*v_surge + 0.23874545)
