Complexity,Loss,Equation
1,4.664711,"-3.9431085e-5"
3,4.6594334,"(-0.11269224 * a_surge)"
4,4.6387477,"(sin(theta) * -0.2580562)"
5,4.638733,"tanh(-0.26198503 * sin(theta))"
6,4.634653,"sin((-0.15883707 / 0.8781496) * theta)"
7,3.9638753,"(tanh(sin(theta) * 0.8613248) * dtheta)"
