Complexity,Loss,Equation
1,0.0013785417,"-6.540886e-11"
3,0.0010854538,"(x4 * 0.017119804)"
5,0.0010798222,"((x4 - -0.13069238) * 0.017119804)"
7,0.0009956392,"((0.017119808 * (1.2325929 + x9)) * x4)"
9,0.0009748048,"((0.017119808 * (1.2325929 + x9)) * (x4 + 0.14856823))"
11,0.0008491433,"((0.017119808 * (1.4295132 + x10)) * (x4 + (x15 * 0.44783664)))"
13,0.0008295028,"((0.017119808 * (1.4295132 + x10)) * (x4 + ((x15 + 0.32616067) * 0.44783664)))"
15,0.0008294157,"((0.017119808 * (1.4295132 + x10)) * (x4 + sin((x15 + 0.32616067) * 0.44783664)))"
