Complexity,Loss,Equation
1,0.0026827706,"2.7653596e-6"
2,0.002682753,"square(-9.987766e-6)"
3,0.0023714413,"(0.01763865 * x13)"
6,0.0016873535,"((0.0340076 * abs(x3)) * x13)"
7,0.0016872853,"(tanh(abs(0.034052406 * x3)) * x13)"
8,0.0016276618,"((0.10713444 * square(square(tanh(x3)))) * x13)"
9,0.001575009,"((0.10713444 * square(tanh(x3 + 0.33397612))) * x13)"
10,0.001574817,"((0.10713444 * square(tanh(x3 + tanh(0.33397612)))) * x13)"
11,0.001573174,"tanh((0.10713444 * square(tanh(x3 + tanh(0.34009266)))) * x13)"
12,0.0015722758,"tanh(tanh((tanh(0.10713444) * square(tanh(x3 + 0.34009266))) * x13))"
15,0.0014583447,"((0.10713444 * tanh(square(abs(tanh(abs(square(x3 + x5))))))) * (x13 + -0.68538994))"
16,0.0014473432,"((0.10713444 * tanh(square(abs(tanh(square(x3 + (x5 * 0.9670337))))))) * (x13 + -0.68538994))"
17,0.0013771681,"((tanh(tanh(sin(0.10713444))) * tanh(square(abs(abs(square(x3 + x5)))))) * (x13 + -0.68538994))"
