Complexity,Loss,Equation
1,0.18004085,"x10"
2,0.0028251014,"sin(-3.1315093)"
3,0.0015672304,"-0.00036297285 * x6"
5,0.0015089253,"sin(x6 * sin(-0.00029851444))"
6,0.0011224272,"sin(log(cos(0.0011234264 * x6)))"
7,0.001079716,"log(cos(0.0011234264 * x6)) / x2"
8,0.0006491093,"sin(0.049255848 * (x4 - (x8 * -0.0072995154)))"
10,0.0005718193,"sin(0.05088174 * ((x2 + (-0.010816276 * x8)) * x4))"
11,0.0005439739,"sin((x10 * (exp(0.82023805) + (-0.03111082 * x8))) * 0.030445015)"
12,0.00043841003,"sin(0.034467172 * ((((x8 * -0.017211018) + x0) * x4) + x5))"
13,0.00041921213,"sin(sin(0.034467172 * ((x4 * ((x8 * -0.017211018) + 1.443947)) + x5)))"
14,0.00041432693,"sin(sin((((exp(0.4586826) + (x8 * -0.017211018)) * x4) + x5) * 0.034467172))"
15,0.00041418694,"sin(sin((((exp(sin(0.4586826)) + (x8 * -0.017211018)) * x4) + x5) * 0.034467172))"
16,0.0004105367,"sin((((exp(0.4586826 / x2) + (x8 * -0.017211018)) * sin(x4)) + x5) * 0.034467172)"
17,0.00040933184,"sin(sin((((exp(0.4586826 / x2) + (x8 * -0.017211018)) * sin(x4)) + x5) * 0.034467172))"
18,0.0004075739,"sin(sin(sin(0.034467172 * ((((-0.017211018 * x8) + exp(sin(cos(exp(x4))))) * x4) + 0.62836105))))"
