Complexity,Loss,Equation
1,0.005294113,"-1.7887849e-9"
3,0.002958136,"(0.04833195 * x7)"
6,0.0029469759,"((square(0.21980284) * x7) + 0.0032984817)"
7,0.0028053303,"(square(0.16287217) * (square(x4) - 0.8156385))"
8,0.0028035603,"(square(tanh(0.16287217)) * (square(x4) - 0.8156385))"
9,0.00254048,"(square(0.14636724) * ((square(x2) + -0.81733227) + x9))"
10,0.0025012025,"(square(0.16287217) * ((square(x4) - 1.0038738) + tanh(x9)))"
12,0.0024206247,"(square(0.14318801) * ((square(x2) + sin(x9)) - cos(square(x4))))"
13,0.0023790966,"(square(-0.13036773) * (((abs(square(x2)) + x9) - cos(x4)) - x3))"
14,0.0021583892,"(square(0.13705605) * (square(x2) - square(square(sin(tanh(0.8458148)) + sin(x0)))))"
15,0.002135301,"tanh(square(0.13705605) * (square(x2) - square(square(tanh(cos(0.8458148)) + sin(x0)))))"
16,0.0021352503,"sin(square(0.13705605) * (abs(square(x2)) - square(square(tanh(cos(0.8458148)) + sin(x0)))))"
17,0.002091503,"(square(-0.14954121) * (((square(x4) - cos(square(x4))) + sin(x9 - x4)) - sin(x0)))"
19,0.0020912217,"sin(square(-0.14954121) * (((square(x4) - cos(square(x4))) + sin(sin(x9) - x4)) - sin(x0)))"
20,0.0020853577,"tanh(tanh(tanh(sin(tanh(square(0.14289732)))) * (abs(square(x2)) - square(square(0.64446086 + sin(x0)) + -0.16919759))))"
21,0.002033519,"(sin(square(-0.18099694)) * (((abs(square(x4)) - 0.73924273) * abs(0.8819621)) - (sin(x0 + x2) + tanh(square(x0)))))"
23,0.0019100206,"sin(square(abs(0.14289732)) * ((square(abs(x2)) - square(abs(square(tanh(0.64446086) + sin(sin(x0)))))) - (cos(x2) * x0)))"
25,0.0019044139,"tanh(tanh(sin(tanh(square(0.14289732)))) * ((abs(square(x2)) - square(abs(square(0.64446086 + sin(x0))) + -0.16919759)) - (cos(x2) * x0)))"
26,0.0018669177,"sin(square(0.14289732) * ((square(abs(x2)) - square(abs(square(tanh(0.64446086) + sin(sin(x0)))))) - (cos(x2 - abs(tanh(0.64446086))) * x0)))"
27,0.0017902304,"tanh(square(sin(-0.18099694)) * (((square(x4) - 0.73924273) * 0.8819621) - (sin(sin(x0) + x2) + (sin(x0 + x2) + square(tanh(square(0.8819621)))))))"
