complexity,loss,score,equation,sympy_format,lambda_format
1,0.005104085,0.0,-2.1665124e-5,-2.16651240000000e-5,PySRFunction(X=>-0.0000216651240000000)
2,0.0051039634,2.3824338451695307e-05,square(5.3225718e-5),2.83297705661552e-9,PySRFunction(X=>2.83297705661552E-9)
3,0.002931806,0.554398759774364,(0.04660641 * x6),0.04660641*x6,PySRFunction(X=>0.04660641*x6)
5,0.0029114254,0.0034879129802926666,((0.046662237 * x6) - 0.0042649875),0.046662237*x6 - 0.0042649875,PySRFunction(X=>0.046662237*x6 - 0.0042649875)
6,0.0024477853,0.17345913287996256,(abs(-0.051801085 * x11) * x6),0.051801085*x6*Abs(x11),PySRFunction(X=>0.051801085*x6*Abs(x11))
7,0.002446679,0.00045206173792713045,(tanh(abs(-0.051801085 * x11)) * x6),x6*tanh(0.051801085*Abs(x11)),PySRFunction(X=>x6*tanh(0.051801085*Abs(x11)))
8,0.0020752181,0.16466533822465193,(abs(-0.062499296 * x11) * (x6 - 0.3343871)),0.062499296*(x6 - 0.3343871)*Abs(x11),PySRFunction(X=>0.062499296*(x6 - 0.3343871)*Abs(x11))
10,0.001963569,0.027651260422573928,(abs(0.062937416 * x11) * (x6 - sin(square(x5)))),0.062937416*(x6 - sin(x5**2))*Abs(x11),PySRFunction(X=>0.062937416*(x6 - sin(x5**2))*Abs(x11))
11,0.0018932585,0.036464317111800745,(abs(0.061679486 * x11) * (x6 - square(0.5411093 * x10))),0.061679486*(-0.29279927454649*x10**2 + x6)*Abs(x11),PySRFunction(X=>0.061679486*(-0.29279927454649*x10**2 + x6)*Abs(x11))
12,0.0018931166,7.495295437926596e-05,(abs(tanh(0.061679486) * x11) * (x6 - square(0.5411093 * x10))),0.0616013878740833*(-0.29279927454649*x10**2 + x6)*Abs(x11),PySRFunction(X=>0.0616013878740833*(-0.29279927454649*x10**2 + x6)*Abs(x11))
13,0.0018924653,0.0003440950552021515,(abs(tanh(0.061679486 * x11)) * (x6 - square(0.5411093 * abs(x10)))),(x6 - 0.29279927454649*Abs(x10)**2)*Abs(tanh(0.061679486*x11)),PySRFunction(X=>(x6 - 0.29279927454649*Abs(x10)**2)*Abs(tanh(0.061679486*x11)))
14,0.0018871677,0.002803236964597047,(abs(0.062937416 * x11) * (x6 - abs((tanh(x11) * x4) * 0.52163804))),0.062937416*(x6 - 0.52163804*Abs(x4*tanh(x11)))*Abs(x11),PySRFunction(X=>0.062937416*(x6 - 0.52163804*Abs(x4*tanh(x11)))*Abs(x11))
15,0.0016966169,0.10644092422121137,(abs(-0.057650518 * x11) * ((x6 - tanh(abs(x9))) + tanh(x9 * x6))),0.057650518*(x6 + tanh(x6*x9) - tanh(Abs(x9)))*Abs(x11),PySRFunction(X=>0.057650518*(x6 + tanh(x6*x9) - tanh(Abs(x9)))*Abs(x11))
16,0.0016965752,2.4578626127386955e-05,(abs(sin(-0.057650518) * x11) * ((x6 - tanh(abs(x9))) + tanh(x9 * x6))),0.0576185889335849*(x6 + tanh(x6*x9) - tanh(Abs(x9)))*Abs(x11),PySRFunction(X=>0.0576185889335849*(x6 + tanh(x6*x9) - tanh(Abs(x9)))*Abs(x11))
17,0.0016654357,0.018524859933016936,(abs(-0.057650518 * x11) * ((x6 - tanh(abs(x9 * -0.76387584))) + tanh(x9 * x6))),0.057650518*(x6 + tanh(x6*x9) - tanh(0.76387584*Abs(x9)))*Abs(x11),PySRFunction(X=>0.057650518*(x6 + tanh(x6*x9) - tanh(0.76387584*Abs(x9)))*Abs(x11))
18,0.0016547587,0.006431573286554262,(abs(abs(0.061679486 * x11)) * ((x6 - abs(tanh(x9) * x10)) + tanh(x9 * x6))),0.061679486*(x6 + tanh(x6*x9) - Abs(x10*tanh(x9)))*Abs(Abs(x11)),PySRFunction(X=>0.061679486*(x6 + tanh(x6*x9) - Abs(x10*tanh(x9)))*Abs(Abs(x11)))
19,0.0016484731,0.003805732063069878,(tanh(abs(sin(0.061679486 * x11))) * ((x6 - abs(tanh(x9) * x10)) + tanh(x9 * x6))),(x6 + tanh(x6*x9) - Abs(x10*tanh(x9)))*tanh(Abs(sin(0.061679486*x11))),PySRFunction(X=>(x6 + tanh(x6*x9) - Abs(x10*tanh(x9)))*tanh(Abs(sin(0.061679486*x11))))
20,0.0015907327,0.03565473783340975,(abs(sin(tanh(0.061679486 * x11))) * ((x6 - abs(tanh(x9) * x10)) + tanh(x9 * sin(x6)))),(x6 + tanh(x9*sin(x6)) - Abs(x10*tanh(x9)))*Abs(sin(tanh(0.061679486*x11))),PySRFunction(X=>(x6 + tanh(x9*sin(x6)) - Abs(x10*tanh(x9)))*Abs(sin(tanh(0.061679486*x11))))
21,0.0015830515,0.004840414163815672,(abs(0.061679486 * x11) * ((x6 - abs(tanh(x9 * x6) * x10)) + tanh(tanh(x9 * sin(x6))))),0.061679486*(x6 + tanh(tanh(x9*sin(x6))) - Abs(x10*tanh(x6*x9)))*Abs(x11),PySRFunction(X=>0.061679486*(x6 + tanh(tanh(x9*sin(x6))) - Abs(x10*tanh(x6*x9)))*Abs(x11))
22,0.001580331,0.0017199947655333187,sin(abs(0.061679486 * x11) * ((x6 - abs(tanh(x9 * x6) * x10)) + tanh(tanh(x9 * sin(x6))))),sin(0.061679486*(x6 + tanh(tanh(x9*sin(x6))) - Abs(x10*tanh(x6*x9)))*Abs(x11)),PySRFunction(X=>sin(0.061679486*(x6 + tanh(tanh(x9*sin(x6))) - Abs(x10*tanh(x6*x9)))*Abs(x11)))
24,0.0015628999,0.005545656443319004,sin(abs(abs(0.061679486 * x11)) * (((x6 - abs(tanh(x9 * x6) * x10)) + tanh(x9 * sin(x6))) / 1.0466757)),sin(0.061679486*(0.955405767039399*x6 + 0.955405767039399*tanh(x9*sin(x6)) - 0.955405767039399*Abs(x10*tanh(x6*x9)))*Abs(Abs(x11))),PySRFunction(X=>sin(0.061679486*(0.955405767039399*x6 + 0.955405767039399*tanh(x9*sin(x6)) - 0.955405767039399*Abs(x10*tanh(x6*x9)))*Abs(Abs(x11))))
25,0.0015565663,0.004060700323051046,tanh(tanh(abs(0.061679486 * x11) * ((x6 - abs(abs(tanh(x9 * 0.7606839)) * x10)) + sin(sin(tanh(x9 * sin(x6))))))),tanh(tanh(0.061679486*(x6 + sin(sin(tanh(x9*sin(x6)))) - Abs(x10*Abs(tanh(0.7606839*x9))))*Abs(x11))),PySRFunction(X=>tanh(tanh(0.061679486*(x6 + sin(sin(tanh(x9*sin(x6)))) - Abs(x10*Abs(tanh(0.7606839*x9))))*Abs(x11))))
