,Gamma,Theta,Time,cable_6 X,cable_6 Y,cable_6 Z,rob_speed X,rob_speed Y,rob_speed Z,robot_cable_attach_point X,robot_cable_attach_point Y,robot_cable_attach_point Z,rod_end X,rod_end Y,rod_end Z
0,0.025528359,-0.213158069,15.19,217.689,-593.789,901.225,0,0,0,-80.061,249.224,-529.052,710.057,-1520.001,720.975
1,0.025368656,-0.211752393,15.2,217.749,-594.029,901.521,1.12,-1.7,0.16,-79.949,249.054,-529.036,710.113,-1519.894,721.022
2,0.025032135,-0.210758491,15.21,217.774,-594.234,901.793,3.036,-5.08,1.658,-79.847,248.852,-528.899,710.03,-1520.039,721.026
3,0.02467989,-0.209751188,15.22,217.867,-594.416,902.104,5.2068,-9.714,4.4804,-79.772,248.642,-528.735,709.883,-1520.253,720.964
4,0.024302528,-0.208649217,15.23,218.016,-594.604,902.41,7.55984,-14.7532,7.18252,-79.68,248.458,-528.674,709.834,-1520.209,720.962
5,0.023958151,-0.207567581,15.24,218.111,-594.801,902.695,10.271592,-19.68316,10.646176,-79.545,248.271,-528.499,709.626,-1520.395,720.947
6,0.023898194,-0.206144522,15.25,218.193,-595.103,903.092,13.0850096,-24.091808,13.6288488,-79.405,248.077,-528.406,709.851,-1520.121,720.985
7,0.023542158,-0.205276455,15.26,218.326,-595.295,903.38,15.57858448,-27.5604104,16.58036944,-79.278,247.886,-528.243,709.658,-1520.348,720.928
8,0.023384987,-0.20384493,15.27,218.474,-595.443,903.665,17.40494342,-29.91611152,18.57870107,-79.164,247.687,-528.143,709.476,-1520.458,720.949
9,0.023370383,-0.202573601,15.28,218.633,-595.525,903.943,19.13817213,-30.65463138,19.11932943,-78.981,247.526,-528.083,709.67,-1520.288,720.931
10,0.022984738,-0.201523017,15.29,218.784,-595.667,904.286,20.26426075,-30.18383611,19.18396202,-78.833,247.333,-527.934,709.505,-1520.489,720.944
11,0.022760927,-0.200179261,15.3,218.925,-595.817,904.575,20.64131444,-28.34173676,18.14373514,-78.694,247.173,-527.852,709.384,-1520.441,720.867
12,0.022580048,-0.198727884,15.31,219.05,-596.003,904.868,19.69653131,-25.83967367,17.19315743,-78.616,246.974,-527.672,709.517,-1520.353,720.856
13,0.02210746,-0.198009119,15.32,219.167,-596.184,905.124,17.99657337,-22.60384952,15.28832176,-78.504,246.814,-527.605,709.317,-1520.553,720.876
14,0.021841833,-0.196865623,15.33,219.35,-596.355,905.419,15.65695388,-19.37122283,13.81513747,-78.405,246.62,-527.428,709.367,-1520.461,720.739
15,0.021384699,-0.196108739,15.34,219.543,-596.5,905.684,13.68560095,-16.43473653,13.02775787,-78.235,246.429,-527.236,709.264,-1520.459,720.834
16,0.021548843,-0.194514042,15.35,219.658,-596.729,906.007,12.54282322,-13.70842521,12.36634044,-78.035,246.273,-527.101,709.308,-1520.453,720.783
17,0.021325534,-0.193294614,15.36,219.875,-596.868,906.353,11.47004094,-11.58390249,11.01443071,-77.914,246.103,-527.053,709.286,-1520.486,720.808
18,0.021167301,-0.192352464,15.37,220.048,-596.996,906.607,11.3575328,-9.993441805,10.02626888,-77.714,245.955,-526.92,709.171,-1520.662,720.782
19,0.020901114,-0.190931795,15.38,220.283,-597.056,906.905,10.92052219,-9.462683003,9.604296345,-77.634,245.765,-526.773,709.242,-1520.512,720.715
20,0.020751425,-0.189595502,15.39,220.529,-597.142,907.183,10.40516042,-9.608731782,9.32409143,-77.537,245.608,-526.667,709.468,-1520.328,720.825
21,0.020310049,-0.188394735,15.4,220.777,-597.276,907.562,9.380818786,-10.5293025,9.309497864,-77.489,245.433,-526.55,709.287,-1520.493,720.766
22,0.020062894,-0.187399904,15.41,220.97,-597.379,907.802,8.580829437,-12.1048859,9.855413868,-77.383,245.253,-526.401,709.383,-1520.5,720.837
23,0.019853484,-0.186306144,15.42,221.22,-597.541,908.094,8.672756079,-14.21242237,10.27119688,-77.216,245.063,-526.31,709.444,-1520.439,720.821
24,0.019596051,-0.185325068,15.43,221.463,-597.673,908.385,9.41821445,-16.44796296,10.53828191,-77.063,244.887,-526.218,709.525,-1520.362,720.8
25,0.019378247,-0.184150389,15.44,221.74,-597.799,908.637,10.90730554,-18.78515319,11.67483024,-76.887,244.69,-526.023,709.421,-1520.442,720.804
26,0.019263505,-0.182900794,15.45,221.98,-597.927,908.906,12.26675696,-20.87010908,13.22024072,-76.776,244.504,-525.854,709.631,-1520.277,720.854
27,0.019092228,-0.181693846,15.46,222.215,-598.016,909.142,14.02358755,-22.48955847,14.75908607,-76.6,244.321,-525.707,709.566,-1520.235,720.789
28,0.018852931,-0.180214803,15.47,222.43,-598.284,909.561,14.25237632,-23.43810708,14.99813829,-76.595,244.147,-525.674,709.76,-1520.131,720.845
29,0.018660269,-0.179101578,15.48,222.638,-598.394,909.801,14.52304859,-23.71799011,14.90347145,-76.446,243.97,-525.555,709.803,-1520.079,720.805
30,0.018410177,-0.178054444,15.49,222.885,-598.506,910.059,14.49434876,-23.59808584,14.52792415,-76.328,243.77,-525.435,709.78,-1520.099,720.805
31,0.018276088,-0.176784255,15.5,223.125,-598.609,910.297,14.46908405,-22.8603634,13.48713917,-76.183,243.597,-525.36,709.795,-1520.089,720.854
32,0.018028397,-0.175934377,15.51,223.449,-598.704,910.571,14.7694374,-21.70037687,12.41171877,-76.006,243.418,-525.239,709.658,-1520.265,720.826
33,0.01776444,-0.174440468,15.52,223.687,-598.851,910.832,14.20281168,-20.32635131,11.51266853,-75.942,243.234,-525.108,709.737,-1520.081,720.81
34,0.01753276,-0.173637746,15.53,223.941,-599.005,911.062,13.72256736,-18.70709317,11.27225646,-75.797,243.069,-524.936,709.763,-1520.183,720.864
35,0.017286038,-0.172409899,15.54,224.143,-599.174,911.385,12.57809073,-17.36905153,10.56865995,-75.731,242.87,-524.872,709.763,-1520.077,720.846
36,0.017094428,-0.171262124,15.55,224.335,-599.368,911.639,10.6402527,-16.1079089,9.838557102,-75.696,242.702,-524.776,709.955,-1519.951,720.848
37,0.016922651,-0.170222369,15.56,224.538,-599.508,911.891,9.162173198,-15.22208964,9.627608825,-75.563,242.516,-524.633,709.918,-1519.994,720.895
38,0.016934029,-0.168845614,15.57,224.732,-599.68,912.078,7.955684328,-14.73264334,9.094994494,-75.459,242.333,-524.571,710.122,-1519.904,721.028
39,0.016734887,-0.167555766,15.58,224.953,-599.827,912.291,6.684275912,-14.56887734,8.656142147,-75.398,242.158,-524.476,710.094,-1519.871,720.888
40,0.016509333,-0.166350008,15.59,225.253,-599.992,912.578,5.231580746,-14.76460021,8.525560819,-75.362,241.978,-524.363,710.125,-1519.857,720.913
41,0.01637213,-0.165146593,15.6,225.444,-600.109,912.809,4.470997022,-15.13429077,8.205481543,-75.255,241.811,-524.298,710.215,-1519.765,720.931
42,0.016168293,-0.164233764,15.61,225.69,-600.304,913.086,4.219371969,-15.70358319,8.15686204,-75.167,241.636,-524.192,710.288,-1519.825,720.949
43,0.015841055,-0.163262217,15.62,225.919,-600.444,913.317,4.520972224,-16.26558806,8.437418283,-75.072,241.474,-524.078,710.179,-1519.862,721.001
44,0.015608662,-0.161974443,15.63,226.131,-600.583,913.492,4.200315231,-16.66483363,7.836177073,-75.086,241.322,-524.079,710.331,-1519.766,720.949
45,0.015586253,-0.160833597,15.64,226.352,-600.727,913.689,5.021692414,-17.24767128,8.821442277,-74.933,241.133,-523.848,710.397,-1519.729,721.039
46,0.015476132,-0.159789078,15.65,226.559,-600.874,913.857,6.238762637,-17.71745804,9.716036733,-74.835,240.966,-523.759,710.42,-1519.71,720.99
47,0.015248003,-0.158508799,15.66,226.723,-601.048,914.035,6.560249575,-17.98852032,10.05956807,-74.85,240.804,-523.708,710.433,-1519.807,721.102
48,0.015156991,-0.157226956,15.67,226.932,-601.189,914.268,6.823562861,-18.03362434,9.772789467,-74.787,240.644,-523.667,710.476,-1519.63,721.021
49,0.015055915,-0.156182276,15.68,227.092,-601.375,914.487,7.078188533,-17.76085552,8.507409777,-74.717,240.495,-523.67,710.528,-1519.679,721.089
50,0.014827278,-0.155435197,15.69,227.263,-601.541,914.695,7.959532784,-16.60927803,8.027827078,-74.581,240.408,-523.519,710.361,-1519.865,721.038
51,0.014722715,-0.154063755,15.7,227.463,-601.706,914.881,7.386789331,-16.24193049,7.233419942,-74.638,240.175,-523.475,710.537,-1519.643,721.123
52,0.014406368,-0.153244157,15.71,227.678,-601.827,915.03,6.382641291,-15.55712466,6.075111524,-74.613,240.048,-523.447,710.422,-1519.894,721.008
53,0.014214485,-0.152201253,15.72,227.889,-601.966,915.174,5.620643926,-15.01508694,5.005122797,-74.535,239.885,-523.389,710.434,-1519.779,721.11
54,0.01411157,-0.150861372,15.73,228.1,-602.138,915.323,4.292781904,-14.3557443,3.811620662,-74.543,239.752,-523.362,710.561,-1519.638,721.001
55,0.014076045,-0.149766439,15.74,228.257,-602.325,915.482,3.368427895,-14.01676149,3.066306674,-74.473,239.583,-523.291,710.612,-1519.567,721.018
56,0.013886812,-0.148453595,15.75,228.476,-602.465,915.691,2.099666496,-13.58000082,2.568893418,-74.483,239.456,-523.243,710.753,-1519.412,721.067
57,0.013799037,-0.147199926,15.76,228.646,-602.639,915.879,1.187814588,-13.47891613,2.514332146,-74.439,239.291,-523.178,710.858,-1519.352,721.115
58,0.01358365,-0.146132864,15.77,228.855,-602.764,916.078,-0.021633588,-13.1800483,2.553793786,-74.466,239.177,-523.144,710.81,-1519.414,721.087
59,0.013385866,-0.145445446,15.78,229.106,-602.905,916.228,-0.307973587,-13.44306242,4.023929884,-74.386,238.992,-522.975,710.685,-1519.676,721.15
60,0.013243734,-0.144057682,15.79,229.378,-603.018,916.368,-0.674882228,-13.70546888,5.884659383,-74.4,238.855,-522.881,710.845,-1519.468,721.121
61,0.013310176,-0.143061935,15.8,229.587,-603.161,916.537,0.552388218,-14.22108782,7.000849995,-74.251,238.69,-522.878,711.017,-1519.3,721.126
62,0.01303065,-0.142263844,15.81,229.807,-603.291,916.67,1.961692797,-14.58303607,7.645336545,-74.215,238.558,-522.844,710.985,-1519.42,721.115
63,0.012873532,-0.141395834,15.82,230.007,-603.451,916.801,3.673897639,-14.9004859,8.130840786,-74.151,238.413,-522.777,711.051,-1519.271,721.102
64,0.012664784,-0.140363972,15.83,230.209,-603.576,916.923,4.857492233,-15.09614215,8.034710525,-74.15,238.273,-522.749,711.128,-1519.213,721.129
65,0.012497256,-0.139358755,15.84,230.454,-603.703,917.057,6.436978144,-15.04261856,7.594722237,-74.05,238.145,-522.704,711.049,-1519.209,721.105
66,0.012275173,-0.138644475,15.85,230.699,-603.83,917.262,7.85481765,-14.81018548,7.009260554,-73.986,238.013,-522.647,710.933,-1519.388,721.107
67,0.012394966,-0.137261517,15.86,230.903,-603.951,917.419,8.82539144,-14.61997715,6.931418984,-73.938,237.863,-522.532,711.132,-1519.137,721.081
68,0.012185898,-0.136602205,15.87,231.096,-604.045,917.546,9.676368707,-13.91679194,6.068219673,-73.852,237.77,-522.542,711.01,-1519.314,721.058
69,0.012059272,-0.135484388,15.88,231.296,-604.158,917.685,9.544611376,-13.26224606,5.374518325,-73.845,237.633,-522.473,711.134,-1519.183,721.081
70,0.011874468,-0.134566837,15.89,231.493,-604.264,917.825,8.611568642,-12.55693016,4.63273528,-73.831,237.512,-522.431,711.048,-1519.229,721.05
71,0.011699094,-0.133673276,15.9,231.657,-604.415,917.983,7.190673316,-11.87645284,3.611857011,-73.803,237.391,-522.42,711.016,-1519.24,721.033
72,0.011577977,-0.132925455,15.91,231.836,-604.555,918.119,6.142800191,-11.35637796,2.651880868,-73.708,237.263,-522.388,710.894,-1519.324,720.953
73,0.01148735,-0.132120815,15.92,232.021,-604.717,918.229,4.75543436,-10.88267278,2.112714253,-73.691,237.15,-522.329,710.978,-1519.327,721.027
74,0.011202372,-0.131548195,15.93,232.247,-604.837,918.351,3.721261676,-10.67807083,1.846192874,-73.622,237.019,-522.286,710.883,-1519.253,720.88
75,0.011007925,-0.130785321,15.94,232.425,-604.982,918.481,2.678380093,-10.576122,1.861704345,-73.596,236.904,-522.242,710.835,-1519.392,720.975
76,0.010823998,-0.129868749,15.95,232.632,-605.092,918.636,1.331948658,-10.70675585,2.339494235,-73.61,236.776,-522.177,710.859,-1519.359,721.003
77,0.010645184,-0.129099312,15.96,232.854,-605.161,918.726,0.796965502,-11.03365073,3.325555712,-73.529,236.648,-522.098,710.775,-1519.377,720.996
78,0.010529082,-0.128195174,15.97,233.054,-605.228,918.82,0.88578411,-11.04449105,3.69045547,-73.464,236.566,-522.117,710.701,-1519.341,720.903
79,0.010509346,-0.12728708,15.98,233.214,-605.333,918.963,1.737142447,-11.00979823,5.089819706,-73.378,236.46,-521.973,710.676,-1519.509,720.942
80,0.010389887,-0.126501346,15.99,233.379,-605.458,919.066,3.299650706,-10.94759487,6.550265547,-73.281,236.353,-521.902,710.566,-1519.463,720.842
81,0.010148741,-0.125860409,16,233.572,-605.579,919.209,4.725943068,-10.89685236,7.53964025,-73.246,236.243,-521.869,710.417,-1519.641,720.88
82,0.010029697,-0.125193689,16.01,233.76,-605.68,919.332,6.267011887,-10.60149887,7.536113457,-73.173,236.159,-521.883,710.337,-1519.768,720.931
83,0.009866456,-0.12442077,16.02,233.876,-605.837,919.456,6.637272635,-10.52553083,7.389327998,-73.212,236.034,-521.822,710.458,-1519.63,720.904
84,0.009732747,-0.123840632,16.03,234.027,-605.955,919.566,7.216780045,-10.42460652,7.058288285,-73.121,235.932,-521.768,710.238,-1519.753,720.806
85,0.009689066,-0.123165552,16.04,234.128,-606.125,919.662,8.14665871,-9.501313988,6.304523715,-73.008,235.911,-521.743,710.067,-1519.88,720.803
86,0.009631168,-0.12236402,16.05,234.232,-606.24,919.735,8.628883637,-8.710219309,6.65568323,-72.962,235.812,-521.577,710.124,-1519.788,720.822
87,0.009306292,-0.121942103,16.06,234.34,-606.352,919.802,8.799997708,-8.057212167,7.626158471,-72.902,235.719,-521.445,709.877,-1519.971,720.754
88,0.009219491,-0.121098852,16.07,234.515,-606.492,919.956,8.164000601,-7.653784523,8.23697034,-72.893,235.62,-521.395,709.946,-1519.85,720.722
89,0.009079194,-0.120708917,16.08,234.685,-606.602,920.078,7.375203144,-7.25532119,8.283003989,-72.833,235.547,-521.363,709.787,-1520.161,720.772
90,0.008726274,-0.119887298,16.09,234.83,-606.703,920.12,5.147765119,-6.561172072,6.536133874,-72.911,235.508,-521.459,709.593,-1520.275,720.729
91,0.008637293,-0.119269644,16.1,234.951,-606.789,920.183,2.838294384,-6.620320658,6.310337383,-72.89,235.374,-521.259,709.59,-1520.336,720.735
92,0.008372706,-0.118321272,16.11,235.096,-606.905,920.26,-0.264058715,-6.61152232,5.036086803,-72.964,235.314,-521.303,709.506,-1520.357,720.733
93,0.008380827,-0.117642829,16.12,235.243,-607.016,920.343,-2.179770634,-7.122451584,5.0956526,-72.879,235.196,-521.132,709.603,-1520.22,720.741
94,0.00823162,-0.116563997,16.13,235.374,-607.126,920.388,-4.405934296,-7.440042763,3.199696558,-72.951,235.139,-521.276,709.585,-1520.149,720.726
95,0.008184478,-0.116124237,16.14,235.481,-607.251,920.424,-4.828888163,-7.821870548,2.843366464,-72.837,235.055,-521.109,709.554,-1520.279,720.714
96,0.007759129,-0.11543645,16.15,235.589,-607.412,920.502,-5.646657827,-8.103328499,2.228332733,-72.929,234.983,-521.11,709.288,-1520.507,720.736
97,0.007884021,-0.11474564,16.16,235.718,-607.535,920.591,-4.607984742,-8.586307806,3.351969102,-72.808,234.879,-520.92,709.474,-1520.34,720.717
98,0.007687406,-0.113854387,16.17,235.848,-607.648,920.66,-3.152380491,-8.792358401,4.588044924,-72.802,234.816,-520.864,709.363,-1520.335,720.715
99,0.007351213,-0.113307728,16.18,235.95,-607.882,920.797,-2.067098616,-8.948568096,5.421708671,-72.856,234.731,-520.846,709.269,-1520.557,720.716
100,0.007280449,-0.112430065,16.19,236.076,-608.006,920.861,-0.573635067,-9.004300013,7.579835177,-72.825,234.65,-520.651,709.335,-1520.439,720.724
101,0.007172747,-0.111628071,16.2,236.237,-608.17,920.969,0.657845634,-8.834028736,9.054165514,-72.842,234.582,-520.622,709.439,-1520.366,720.785
102,0.00700083,-0.110893307,16.21,236.355,-608.318,921.039,1.310393701,-8.547381714,9.565646266,-72.881,234.507,-520.613,709.525,-1520.263,720.798
103,0.006705438,-0.110142342,16.22,236.521,-608.439,921.137,1.336647592,-8.074661222,9.589414316,-72.924,234.443,-520.561,709.416,-1520.314,720.68
104,0.006637125,-0.109540943,16.23,236.66,-608.569,921.184,1.746611334,-7.771746657,9.80186413,-72.872,234.35,-520.446,709.557,-1520.313,720.798
105,0.006455622,-0.108573687,16.24,236.815,-608.648,921.254,0.710917569,-7.331948883,8.822882549,-72.995,234.289,-520.465,709.8,-1520.053,720.76
106,0.006407572,-0.107795259,16.25,236.998,-608.732,921.364,0.147701423,-6.782935999,7.899510872,-72.951,234.231,-520.381,709.992,-1519.866,720.832
107,0.006306929,-0.106988649,16.26,237.146,-608.863,921.447,-0.58396325,-6.500530802,7.498525275,-72.972,234.142,-520.259,710.079,-1519.746,720.761
108,0.006030028,-0.106666002,16.27,237.336,-608.97,921.551,-0.894065131,-6.246313045,6.76778571,-72.943,234.077,-520.221,710.123,-1519.801,720.785
109,0.005799414,-0.10583354,16.28,237.449,-609.087,921.605,-1.273750311,-5.85288576,6.063341531,-72.962,234.031,-520.158,710.134,-1519.791,720.824
110,0.005651106,-0.105018551,16.29,237.616,-609.206,921.689,-1.798091942,-5.573512627,6.133007616,-72.993,233.965,-520.027,710.232,-1519.744,720.859
111,0.005531243,-0.104323532,16.3,237.754,-609.339,921.779,-2.190190215,-5.484725544,6.282406332,-73.003,233.893,-519.957,710.402,-1519.71,720.968
112,0.005497583,-0.103503306,16.31,237.912,-609.49,921.842,-1.91405964,-5.416344615,6.678624543,-72.962,233.837,-519.868,710.536,-1519.564,720.99
113,0.00530061,-0.102937257,16.32,238.075,-609.644,921.897,-1.584136158,-5.493167318,6.847358478,-72.973,233.769,-519.82,710.635,-1519.602,720.983
114,0.005112915,-0.102102055,16.33,238.246,-609.767,922.003,-1.218791408,-5.632991019,7.134483172,-72.982,233.707,-519.738,710.716,-1519.489,721.092
115,0.00502388,-0.101591676,16.34,238.454,-609.875,922.06,-0.678101993,-5.815533247,7.579447079,-72.973,233.645,-519.648,710.94,-1519.481,721.048
116,0.004922428,-0.100649212,16.35,238.618,-609.97,922.148,0.45632868,-5.678267928,7.981969888,-72.915,233.617,-519.572,710.863,-1519.388,721.095
117,0.00462655,-0.099962963,16.36,238.776,-610.033,922.177,1.171683418,-5.546902349,7.876043427,-72.941,233.561,-519.539,710.995,-1519.347,721.081
118,0.004343362,-0.099443272,16.37,238.895,-610.122,922.218,1.57833434,-5.543983092,7.30310527,-72.953,233.494,-519.508,710.962,-1519.391,721.136
119,0.004174875,-0.09866648,16.38,239.065,-610.189,922.267,1.386486736,-5.336957452,6.747150401,-72.993,233.459,-519.439,711.079,-1519.312,721.158
120,0.004031624,-0.098094962,16.39,239.253,-610.259,922.33,1.025175219,-5.19693863,6.012075979,-72.998,233.401,-519.395,711.239,-1519.28,721.243
121,0.003808404,-0.097409141,16.4,239.37,-610.371,922.366,0.557477332,-5.111227828,5.389301401,-73.002,233.345,-519.331,711.146,-1519.243,721.151
122,0.003941544,-0.096479396,16.41,239.489,-610.525,922.436,-0.1091985,-4.902965323,4.869874141,-73.021,233.307,-519.273,711.478,-1519.073,721.231
123,0.003717032,-0.095615519,16.42,239.61,-610.66,922.523,-1.278286899,-4.835232536,4.435402193,-73.079,233.246,-519.221,711.418,-1518.994,721.214
124,0.00353987,-0.094797347,16.43,239.773,-610.751,922.588,-2.962637768,-4.670749775,3.23083722,-73.155,233.208,-519.258,711.509,-1518.867,721.205
125,0.003474859,-0.094421473,16.44,239.889,-610.879,922.658,-3.322289773,-4.855640312,3.523645023,-73.069,233.128,-519.088,711.556,-1518.953,721.211
126,0.00328822,-0.093683083,16.45,239.97,-611.06,922.736,-3.9237476,-5.016477764,3.634807543,-73.13,233.08,-519.068,711.64,-1518.847,721.14
127,0.003084515,-0.093151985,16.46,240.077,-611.212,922.837,-3.932684885,-5.149583695,4.161373057,-73.116,233.031,-518.989,711.632,-1518.97,721.276
128,0.002952406,-0.092457839,16.47,240.208,-611.334,922.901,-3.607459953,-5.144420663,4.289144713,-73.122,232.992,-518.982,711.695,-1518.86,721.281
129,0.002680197,-0.09194951,16.48,240.313,-611.428,922.95,-3.264011518,-5.135331868,4.145224733,-73.153,232.941,-518.965,711.699,-1518.911,721.263
130,0.002370091,-0.091230503,16.49,240.503,-611.474,923.062,-3.508506775,-5.103618765,4.261174277,-73.241,232.892,-518.899,711.645,-1518.864,721.319
131,0.002255988,-0.090980973,16.5,240.598,-611.537,923.105,-2.537701829,-4.844715097,4.62941144,-73.157,232.864,-518.83,711.596,-1519.045,721.261
132,0.002060352,-0.090387134,16.51,240.719,-611.589,923.173,-1.340207195,-4.577230285,5.647883742,-73.15,232.819,-518.715,711.501,-1519.059,721.287
133,0.001798494,-0.089958572,16.52,240.818,-611.628,923.221,-0.558441305,-4.308770927,6.149720439,-73.193,232.776,-518.7,711.407,-1519.165,721.199
134,0.001614171,-0.089514385,16.53,240.905,-611.694,923.26,0.190992127,-3.886280411,6.746401423,-73.194,232.751,-518.624,711.322,-1519.29,721.324
135,0.001406206,-0.089123823,16.54,240.978,-611.745,923.307,0.506383003,-3.267410906,6.408774167,-73.228,232.736,-518.644,711.243,-1519.289,721.272
136,0.001433366,-0.088158548,16.55,241.066,-611.814,923.342,0.499596491,-2.683687261,5.304032219,-73.252,232.706,-518.66,711.272,-1519.081,721.246
137,0.001196495,-0.088148781,16.56,241.112,-611.916,923.408,0.893528981,-2.359967254,5.399361244,-73.207,232.659,-518.498,711.005,-1519.345,721.152
138,0.000971655,-0.087770394,16.57,241.187,-612,923.461,1.108715324,-1.992622523,4.085221242,-73.212,232.643,-518.584,710.933,-1519.428,721.232
139,0.00091633,-0.087335654,16.58,241.238,-612.099,923.491,1.281511501,-1.862750012,2.873973116,-73.203,232.603,-518.546,710.991,-1519.327,721.221
140,0.000599969,-0.086891083,16.59,241.301,-612.201,923.547,0.768876909,-1.629589751,1.736452492,-73.257,232.596,-518.522,710.672,-1519.661,721.142
141,0.000471457,-0.086343942,16.6,241.349,-612.288,923.58,0.360618086,-1.866786541,1.05903868,-73.244,232.535,-518.47,710.583,-1519.673,721.17
142,0.000104746,-0.085877732,16.61,241.427,-612.389,923.63,-1.552876664,-1.963584999,-0.186537618,-73.395,232.528,-518.523,710.402,-1519.819,721.065
143,0.000205993,-0.085304454,16.62,241.459,-612.497,923.661,-2.839734272,-2.35434511,-0.588902525,-73.367,232.478,-518.453,710.497,-1519.614,721.025
144,-8.40E-05,-0.084842274,16.63,241.536,-612.557,923.704,-4.563932692,-2.790594699,-0.912140689,-73.452,232.446,-518.455,710.444,-1519.676,721.065
145,-0.000278208,-0.084574036,16.64,241.627,-612.607,923.73,-5.879318001,-3.30415986,-1.221840967,-73.474,232.406,-518.466,710.364,-1519.836,721.116
146,-0.000462119,-0.084017152,16.65,241.7,-612.657,923.775,-7.405232979,-3.725952518,-1.238387121,-73.567,232.377,-518.452,710.338,-1519.784,721.011
147,-0.000643286,-0.083415237,16.66,241.771,-612.698,923.805,-8.478033161,-4.042970659,-0.749439947,-73.611,232.346,-518.414,710.268,-1519.767,721.005
148,-0.000875031,-0.083133135,16.67,241.844,-612.749,923.85,-9.055750009,-4.24398992,0.225556504,-73.657,232.314,-518.368,710.122,-1519.972,721.004
149,-0.000973145,-0.082518284,16.68,241.891,-612.785,923.89,-9.150120171,-4.220508263,1.070497659,-73.705,232.292,-518.369,710.127,-1519.831,720.911
150,-0.00113772,-0.082023365,16.69,242.004,-612.836,924.003,-8.6300413,-4.167323945,1.663894933,-73.736,232.253,-518.375,709.875,-1520.109,720.948
151,-0.001105914,-0.081427637,16.7,242.064,-612.868,924.043,-6.878966186,-3.962725664,2.981562987,-73.694,232.227,-518.28,709.953,-1519.852,720.823
152,-0.001375475,-0.081343079,16.71,242.09,-612.953,924.095,-5.025101965,-3.622314645,3.759307936,-73.735,232.203,-518.291,709.713,-1520.191,720.889
153,-0.00144937,-0.08076069,16.72,242.147,-613.002,924.15,-2.834113969,-3.163713264,4.343347597,-73.733,232.182,-518.265,709.75,-1519.969,720.745
154,-0.00156327,-0.080418626,16.73,242.195,-613.05,924.216,-1.158813376,-2.664600694,5.204648532,-73.791,232.159,-518.188,709.766,-1520.138,720.932
155,-0.001811099,-0.080076253,16.74,242.244,-613.137,924.244,-0.005161505,-2.358939312,5.06935452,-73.838,232.118,-518.227,709.627,-1520.126,720.712
156,-0.001982092,-0.079776766,16.75,242.316,-613.202,924.286,0.87364133,-2.077950137,5.270654458,-73.854,232.095,-518.144,709.57,-1520.227,720.81
157,-0.002030461,-0.079074126,16.76,242.316,-613.322,924.331,0.877199748,-1.857264865,5.874758955,-73.924,232.071,-518.049,709.586,-1520.06,720.721
158,-0.002292365,-0.078834383,16.77,242.37,-613.379,924.383,0.04268235,-1.762921635,5.220977108,-73.999,232.042,-518.11,709.473,-1520.178,720.698
159,-0.002625993,-0.078634748,16.78,242.436,-613.445,924.433,-1.772651544,-1.631720564,3.800475735,-74.105,232.029,-518.141,709.331,-1520.491,720.841
160,-0.002598143,-0.077856052,16.79,242.505,-613.504,924.481,-3.729186894,-1.580467543,2.731976925,-74.155,232.006,-518.082,709.486,-1520.128,720.637
161,-0.002849206,-0.077581194,16.8,242.544,-613.564,924.523,-6.067150019,-1.566293071,1.747130304,-74.25,231.987,-518.057,709.344,-1520.376,720.721
162,-0.003074309,-0.076943613,16.81,242.643,-613.63,924.57,-8.51460183,-1.596906738,0.646055315,-74.345,231.967,-518.061,709.289,-1520.264,720.648
163,-0.003119106,-0.076660266,16.82,242.652,-613.753,924.658,-10.29584828,-1.924768365,-0.389517707,-74.388,231.921,-518.059,709.394,-1520.331,720.735
164,-0.003415597,-0.076292334,16.83,242.749,-613.762,924.712,-11.48938525,-1.977366993,-1.042581656,-74.45,231.926,-518.035,709.24,-1520.382,720.65
165,-0.003547629,-0.076017593,16.84,242.828,-613.812,924.744,-11.97463,-2.056969059,-1.036081045,-74.506,231.903,-517.986,709.337,-1520.381,720.737
166,-0.003976804,-0.075970997,16.85,242.921,-613.828,924.791,-11.96388728,-1.932914012,-0.57662239,-74.581,231.902,-517.951,708.982,-1520.785,720.69
167,-0.003940945,-0.075573184,16.86,243.028,-613.851,924.846,-11.2778301,-1.797973069,-0.025447362,-74.633,231.885,-517.943,709.464,-1520.252,720.735
168,-0.004222397,-0.07507658,16.87,243.143,-613.868,924.915,-10.77259563,-1.606728913,0.6931549,-74.757,231.874,-517.921,709.237,-1520.459,720.788
169,-0.004402375,-0.074923928,16.88,243.26,-613.879,924.957,-9.730625042,-1.623936281,2.130581446,-74.806,231.839,-517.835,709.234,-1520.531,720.786
170,-0.004573317,-0.074521868,16.89,243.366,-613.897,925.013,-8.409789009,-1.567029285,3.591207192,-74.865,231.83,-517.797,709.211,-1520.512,720.733
171,-0.004648114,-0.074205432,16.9,243.497,-613.903,925.061,-6.530057679,-1.48911006,5.106649645,-74.88,231.817,-517.741,709.277,-1520.466,720.774
172,-0.004786173,-0.073818734,16.91,243.58,-613.912,925.101,-4.865293714,-1.270071751,6.269882887,-74.948,231.817,-517.71,709.422,-1520.334,720.724
173,-0.004870258,-0.073395116,16.92,243.695,-613.923,925.157,-3.400476774,-1.135930098,6.809804517,-75,231.798,-517.698,709.617,-1520.169,720.793
