Complexity,Loss,Equation
1,0.00020743151,"0.0110056205"
4,0.000107590895,"(1.0034797 - cos(x1))"
5,0.000106162086,"(1.0036087 - cos(sin(x1)))"
6,8.245117e-5,"(1.0050985 - cos(0.046693128 + x1))"
7,5.145963e-5,"((2.0009205 - cos(x1)) - cos(x0))"
8,5.020408e-5,"((2.00109 - cos(x0)) - cos(sin(x1)))"
9,4.5160075e-5,"((2.0009205 - cos(x1)) - cos(-0.024974825 + x0))"
10,3.5594847e-5,"(((2.9999735 - cos(x2)) - cos(x0)) - cos(x1))"
11,2.689779e-5,"(0.8456129 - sin(cos((x1 + (x3 - -0.06466762)) - x2)))"
12,2.6786578e-5,"(0.8456129 - sin(cos((x1 + (x3 - -0.06466762)) - sin(x2))))"
13,1.52098055e-5,"(1.0032854 - cos((((x1 - x2) * 0.59539855) + x3) + 0.032761395))"
14,1.5106056e-5,"(1.0032854 - cos((((x1 - x2) * cos(0.9220162)) + x3) + 0.03030781))"
15,1.5104533e-5,"sin(1.0032854 - cos((((x1 - x2) * cos(0.9220162)) + x3) + 0.03030781))"
16,1.5103111e-5,"sin(sin(1.0032854 - cos((((x1 - x2) * cos(0.9220162)) + x3) + 0.03030781)))"
17,1.4509117e-5,"(1.0032854 - cos((((x1 - x2) * cos(cos(x1 + x3))) + x3) + 0.03030781))"
18,1.448888e-5,"(1.002742 - cos(sin(sin((((x1 - x2) * 0.59539855) + x3) + 0.032761395)) * 1.0364959))"
19,1.3948705e-5,"(1.0032854 - cos((((x1 - x2) * cos(cos((x1 - x2) - x2))) + x3) + 0.032761395))"
20,1.39485355e-5,"(1.0032854 - cos((((x1 - x2) * cos(cos((x1 - x2) - x2))) + x3) + sin(0.032761395)))"
21,1.3948358e-5,"(1.0032854 - cos((((x1 - x2) * cos(cos((x1 - x2) - x2))) + x3) + sin(sin(0.032761395))))"
22,1.3572274e-5,"(1.0032854 - cos((((x1 - x2) * cos(cos(x1 - x2) - (x3 * x1))) + x3) + 0.032761395))"
23,1.3509613e-5,"(1.0032854 - cos(sin((((x1 - x2) * cos(cos(x1 + x3) - (x3 * x1))) + x3) + 0.032761395)))"
24,1.19632e-5,"(1.0032854 - cos((((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3)))) + x3) + 0.032761395))"
25,1.189561e-5,"(1.0032854 - cos(((sin(x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3)))) + x3) + 0.032761395))"
26,1.1893995e-5,"(1.0032854 - cos((sin(sin((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3))))) + x3) + 0.032761395))"
27,1.1779807e-5,"(1.0032854 - cos((((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3)))) + (x3 * 1.0097414)) + 0.032761395))"
28,1.1709183e-5,"(1.0032854 - cos((sin((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3)))) + (x3 * 1.0097414)) + 0.032761395))"
29,1.1682333e-5,"(1.0032854 - cos((sin(sin((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / x3))))) + (x3 * 1.0097414)) + 0.032761395))"
30,1.1639138e-5,"(1.0032854 - cos((sin((x1 - x2) * sin(cos(cos((-0.34692028 + 0.39775002) / (x3 + -0.0009445748))))) + (x3 * 1.0097414)) + 0.032761395))"
