Time,Theta_Actual,Theta_Predicted,Gamma_Actual,Gamma_Predicted
37.16,-0.0058787219080264,-0.010771263538000321,-0.0676315429978822,-0.061609931474277305
37.17,-0.0059263221411574,-0.009419898472368793,-0.0675790980670806,-0.06170802486007058
37.18,-0.0059124259449107,-0.008526998620145266,-0.0675019661085987,-0.061777081165619856
37.19,-0.0059546493043031,-0.008873550911561848,-0.0674017163249444,-0.061769470669165445
37.2,-0.0060969533918679,-0.00938132216399663,-0.0671743434255164,-0.061745663499925434
37.21,-0.0062290941354096,-0.010040448867440984,-0.0671213536235976,-0.06174495041467242
37.22,-0.0063550439289713,-0.010584432693742377,-0.0671350324001037,-0.06175704979135325
37.23,-0.0062922734296223,-0.011238976535714748,-0.0670896592120257,-0.06176233903032764
37.24,-0.0064361297095712,-0.011990549148702515,-0.066995676116552,-0.061765344636804095
37.25,-0.006522705422328,-0.012860787536450816,-0.066916356164797,-0.0617460271721563
37.26,-0.0065416683626806,-0.013428730393545658,-0.0670633593097082,-0.06170800244501645
37.27,-0.006667764646527,-0.01392372759536074,-0.0670874503979776,-0.06165259152965137
37.28,-0.0067532355050035,-0.014155627494041836,-0.066894325817869,-0.06159550761919787
37.29,-0.0067490516648999,-0.014217709136583597,-0.0668891879924214,-0.061555311265446506
37.3,-0.0068201036669104,-0.014039206023724847,-0.0670151891970071,-0.0615296739835638
37.31,-0.0069501226864313,-0.013687564960726633,-0.0666658425180783,-0.061521780003841856
37.32,-0.0070246195126173,-0.01319792012765457,-0.0666695495133353,-0.06153351951922101
37.33,-0.0070533851975051,-0.01253574972044878,-0.0666000372345838,-0.06156882486715821
37.34,-0.0071709760716392,-0.011938394530393987,-0.0664944467303081,-0.06161021406248478
37.35,-0.0070639405241789,-0.010584927817987283,-0.0666417784487047,-0.061683231704569824
37.36,-0.0071671345053629,-0.009684037259398433,-0.0666041855578315,-0.061736067351189236
37.37,-0.0071760763114639,-0.009160301455414053,-0.0664463463189925,-0.0617658380658972
37.38,-0.0071481084886613,-0.009977614611048184,-0.0664100364457999,-0.061767006799085665
37.39,-0.0072550088525069,-0.010079552861612762,-0.0664318012210388,-0.061774482494961244
37.4,-0.0072153746159529,-0.010313432754672398,-0.0662897259547423,-0.06177324665944544
37.41,-0.0072075080330086,-0.010528033992933082,-0.0661016553793927,-0.06176604721215744
37.42,-0.0071855250244492,-0.0107629434923995,-0.0662289722617631,-0.061762008064082365
37.43,-0.0071910760953728,-0.011381008103472232,-0.0660465992759487,-0.06175490207415964
37.44,-0.0071352134263211,-0.01109223504746265,-0.0659834537100266,-0.061749087242741404
37.45,-0.0071862457410642,-0.011054808342943132,-0.0659260455823643,-0.06174406977718953
37.46,-0.00713760720179,-0.011470122345646337,-0.0658419916759389,-0.06172764044918349
37.47,-0.0072470635992928,-0.011944575474895188,-0.0657984960114899,-0.061705721870825805
37.48,-0.0072671765848898,-0.012411024248525998,-0.0657189409085687,-0.061671728297760624
37.49,-0.0073169721804047,-0.012786652481427439,-0.0656253157820583,-0.061630986601373484
37.5,-0.0073791340900401,-0.012776698867823729,-0.0656059054706482,-0.06158782311140119
37.51,-0.0074618499462579,-0.012758279413856724,-0.0654961841462735,-0.061543420753698445
37.52,-0.0075580547890014,-0.012611670216906307,-0.0653742150503447,-0.061508493985302726
37.53,-0.0074878538403423,-0.012525892450156482,-0.0653986454200899,-0.06149728816976621
37.54,-0.0075864410624471,-0.012470923033150002,-0.0653114037018181,-0.06149774599155429
37.55,-0.0076944538324634,-0.01259214345625654,-0.0651758666140356,-0.061497521065443664
37.56,-0.0077493847756893,-0.01274137788260863,-0.0649815992028235,-0.061503482697747955
37.57,-0.0079105562425603,-0.012949763675988938,-0.0649309554454213,-0.06150220741689668
37.58,-0.0078799628055649,-0.013125857885416054,-0.064769225826775,-0.061517067276723965
37.59,-0.0079487539858568,-0.013344494115476346,-0.0648223580815013,-0.061528229200948366
37.6,-0.0080171067693882,-0.013460045151920206,-0.0647720061919693,-0.061540679874636434
37.61,-0.008130868039271,-0.01334636013711388,-0.0645569285942232,-0.06155717782786489
37.62,-0.0081612236087519,-0.013080416969307996,-0.0645506628991617,-0.06156829977049652
37.63,-0.0082046948126027,-0.01270911422308553,-0.0646115878585214,-0.06157877592744337
37.64,-0.0081802390653666,-0.012313964073946082,-0.0643921070686694,-0.06159890002660477
37.65,-0.0082064636518284,-0.012370148220122293,-0.06435615029626,-0.06160608163614439
37.66,-0.0082214253932241,-0.012423757068875808,-0.0643517825784869,-0.06161222896593968
37.67,-0.0082168453920765,-0.01243087773917334,-0.0642928930046381,-0.06161851926344574
37.68,-0.0082960541501853,-0.012689075696009074,-0.0642684084725385,-0.06161251425214419
37.69,-0.0083051401458501,-0.012882104847382857,-0.0641818156320899,-0.061600800446699515
37.7,-0.0083474121036692,-0.01292777150720565,-0.0641300581448887,-0.061591361705682406
37.71,-0.0082752057022729,-0.012648144837408268,-0.064048068564534,-0.0616005562866051
37.72,-0.0083186767412214,-0.012412370030394936,-0.0639973966039366,-0.0616047964283292
37.73,-0.0082483328525637,-0.012446024691064428,-0.0640144725323492,-0.061605339388860675
37.74,-0.00832942561864,-0.012422797395837095,-0.063968807456259,-0.06159493796925268
37.75,-0.0083470852409005,-0.012297245824426779,-0.0639529785303838,-0.06158864818059978
37.76,-0.0083560101938742,-0.012151234063358492,-0.0639972963301094,-0.06157789068667346
37.77,-0.0082532103290168,-0.011834152372750092,-0.0639865820559481,-0.06158100254399554
37.78,-0.0083055117971459,-0.011705716877065384,-0.0639344936305773,-0.06157941229703877
37.79,-0.0082032369893513,-0.012255091105360879,-0.064012603339531,-0.06156025455930047
37.8,-0.0083372403165395,-0.012049018872435351,-0.0640900090974872,-0.06155670533049736
37.81,-0.0082879542268511,-0.01184080715724338,-0.0641537747943392,-0.06154809962558109
37.82,-0.008256117633916,-0.012422979397857827,-0.0640147449710622,-0.0615246311927186
37.83,-0.0082320822870289,-0.01217286337178532,-0.0642677325805034,-0.061530471853498525
37.84,-0.0081877306040031,-0.0119605316704296,-0.0641893439551434,-0.06153663895496299
37.85,-0.0082767338585023,-0.011843461588666004,-0.0641060383822677,-0.06154379742552548
37.86,-0.0081787437919244,-0.012290444911845187,-0.0640998910394954,-0.06154516850494978
37.87,-0.0081262909327522,-0.012541236517739075,-0.0641569791013274,-0.06154781888796454
37.88,-0.0081373496689352,-0.012580484258437542,-0.0642163950759156,-0.061548085046352084
37.89,-0.0080692250490523,-0.01241817542125237,-0.0641484454686218,-0.06156749350688097
37.9,-0.0080553855609368,-0.011738332491260536,-0.0642201949692645,-0.0615864655025857
37.91,-0.0080638496200085,-0.01096098928768605,-0.06423436742519,-0.06160337348693577
37.92,-0.0079947191914661,-0.00999955524587854,-0.0643112381492521,-0.06162442141371794
37.93,-0.0080117092438064,-0.009228261110032564,-0.0643952958668538,-0.06163716373554503
37.94,-0.0080159239459329,-0.008890714904234306,-0.064418494680252,-0.061627693059492956
37.95,-0.0079784270719649,-0.009582495590167339,-0.0643261624146825,-0.06160570077358862
37.96,-0.0079136693809183,-0.010494668668976352,-0.0643902227582834,-0.06158079902333925
37.97,-0.0079654840808366,-0.011538269324813957,-0.0643365259446039,-0.06155278839592601
37.98,-0.0079749235531624,-0.012551244578831146,-0.0643701443705523,-0.0615142103966116
37.99,-0.0079541411080861,-0.013383634017652048,-0.0644178269440783,-0.0614831606325638
38.0,-0.0079478088544692,-0.013960969841843682,-0.0644285108829862,-0.06145259766804422
38.01,-0.0079480683065217,-0.014918109973869626,-0.0644024820774529,-0.06142255265772175
38.02,-0.0078871925476591,-0.01564435823309277,-0.0644093152110826,-0.06141103818174805
38.03,-0.0078495852171002,-0.015965038290796256,-0.0645048025581006,-0.06141719300239217
38.04,-0.0078740052786461,-0.0159050421551993,-0.0644596297922185,-0.06143529033980862
38.05,-0.0078682622589629,-0.015523080907013223,-0.0644429342388736,-0.061453669482524495
38.06,-0.0078760641139754,-0.014896340437601858,-0.064467535182913,-0.061471589362757144
38.07,-0.007683681712933,-0.013973952731281929,-0.0644245213484018,-0.06152289202863282
38.08,-0.0076381072686542,-0.012977136341214793,-0.0644162474979164,-0.06157481544514319
38.09,-0.0076131934057796,-0.012110403958716164,-0.0644188858929089,-0.06160962648575862
38.1,-0.0076220699990655,-0.011331916205998153,-0.0645345431206841,-0.06163466255810247
38.11,-0.0075908862302044,-0.010733551446843563,-0.0644985451672271,-0.06164524656920398
38.12,-0.0075234172845151,-0.010313216010325164,-0.0644734200924867,-0.06166301466677389
38.13,-0.0074965567176667,-0.010098076086759812,-0.0644435822319954,-0.061667104873524545
38.14,-0.0074159530295757,-0.010199911917716985,-0.0644934237742636,-0.06165725351616826
38.15,-0.0074394789403184,-0.010507058413724072,-0.0644857926291795,-0.06164152844028199
38.16,-0.0073959406130007,-0.010965674189842387,-0.0645348781324431,-0.06161953561554539
38.17,-0.007265216296208,-0.011490680894704137,-0.064608779667961,-0.06160230840668649
38.18,-0.0072544951872029,-0.012034238644186034,-0.0647554121982773,-0.06158402034730236
38.19,-0.0072482792283135,-0.012695570279740855,-0.0648456210535858,-0.0615484719900556
38.2,-0.0072312873352049,-0.014030354402795514,-0.064860456360147,-0.0614974996575574
38.21,-0.0071716243278276,-0.01516977059557759,-0.0647882567380881,-0.06145714660114061
38.22,-0.0071540457225484,-0.016000091342091006,-0.0648432189457601,-0.061407034527036046
38.23,-0.0070361920077787,-0.01619811457335263,-0.0648708284336687,-0.06140548735857151
38.24,-0.0070319969295054,-0.01596491576170515,-0.0650432112333133,-0.06140029238830124
38.25,-0.0069843795228762,-0.015197073947447601,-0.0652618262535253,-0.061404035072949725
38.26,-0.0069381071831235,-0.013970284779983081,-0.0653197502550713,-0.061428133116059255
38.27,-0.006891093717244,-0.012531159847006545,-0.0653456033157402,-0.06145089464879521
38.28,-0.0069078191666594,-0.011064440439125252,-0.0655178268644918,-0.061432128010401016
38.29,-0.0067682628664897,-0.009740687777221969,-0.0656950137278938,-0.06144785060832873
38.3,-0.0067446213561611,-0.008453882146561915,-0.0658939848183107,-0.06144944001696598
38.31,-0.0067015200773583,-0.007685727667320116,-0.0659383891564583,-0.06139537907752653
38.32,-0.0066284136622786,-0.007643702841856483,-0.0661088429512742,-0.06142124609029699
38.33,-0.0065784211719396,-0.007755083930400076,-0.0662619035760094,-0.06147038466329822
38.34,-0.0064525950329835,-0.008168014737885258,-0.0664379450437506,-0.06156522018218865
38.35,-0.0063721098902949,-0.008900025230007654,-0.0665982467042364,-0.061594819018610004
38.36,-0.0063139298955079,-0.009692852346662565,-0.066649281430303,-0.06160033103987654
38.37,-0.0063923404861504,-0.011746392212722629,-0.0668162162244259,-0.0615261655374965
38.38,-0.0063860939292932,-0.013540698278766021,-0.0669426283063975,-0.06145320459642004
38.39,-0.0062183231917649,-0.01442178961764147,-0.0670116701560697,-0.061415929207568255
38.4,-0.0061754124932149,-0.015008000573710888,-0.067165789783734,-0.06138612086207548
38.41,-0.0060666849829198,-0.015209796343506814,-0.0672034611764986,-0.06139372818464926
38.42,-0.0059511749695565,-0.014912753812554094,-0.067349328731793,-0.06142434700081842
38.43,-0.0058740841180246,-0.014197743152807682,-0.0674462731462536,-0.06145104993205261
38.44,-0.0059087460310492,-0.013326058963608587,-0.0675440474992909,-0.06146185707305253
38.45,-0.0058528475037592,-0.012573241651972544,-0.0675752541420609,-0.06145242600673505
38.46,-0.0057669319522886,-0.011964049071555589,-0.0676505441093623,-0.06146282002899867
38.47,-0.0056960009409936,-0.011279953081285415,-0.0677265186982014,-0.06147487166532872
38.48,-0.0056761759964792,-0.010664729990327741,-0.0680123053512486,-0.061462973348348965
38.49,-0.0056498889049908,-0.010220867064971082,-0.0679506421555395,-0.06142972245166937
38.5,-0.0056701530897371,-0.01002124668112284,-0.0680219823157362,-0.06134138169279851
38.51,-0.0056165355837908,-0.009936957306889847,-0.068167876294241,-0.06126574339415779
38.52,-0.0054971882031001,-0.009540069273855506,-0.0681713194530652,-0.061324428436246047
38.53,-0.0053835328672956,-0.009367922801349092,-0.0683029271165823,-0.061365484941901895
38.54,-0.0054147878397878,-0.00935209547505696,-0.0683258834438671,-0.061394831629284885
38.55,-0.0054268900288288,-0.009522823577252974,-0.0684492577449721,-0.061395535554334045
38.56,-0.0053782558171251,-0.009714121182192958,-0.0685868411456533,-0.06140435397949197
38.57,-0.005371429322023,-0.009875126340954408,-0.0685271070385582,-0.06144122590587524
38.58,-0.0052494024667755,-0.009966136942271917,-0.0686381323593798,-0.06148873269200558
38.59,-0.0051995382469249,-0.009984680605445141,-0.0687036550510898,-0.06153523598189922
38.6,-0.0051954290378167,-0.01007416511319863,-0.068822838552129,-0.06153802970792694
38.61,-0.0051811247172311,-0.010036862362993355,-0.0688125590123839,-0.06154820289489054
38.62,-0.0051528526968656,-0.009955781690287865,-0.068707102894152,-0.06154116485934174
38.63,-0.0050034711848282,-0.009562088921394964,-0.0688697913502255,-0.06157870748017522
38.64,-0.0049613101697555,-0.009166061597328013,-0.0689638984894818,-0.06160275477032687
38.65,-0.0048990634176709,-0.008789198021695907,-0.0688413282934295,-0.06162806541191278
38.66,-0.004847884847892,-0.008437357934901506,-0.0689554100546047,-0.06163704434567758
38.67,-0.0048017900793475,-0.00817942299369908,-0.0690251134825702,-0.06162802126987326
38.68,-0.0047891391892397,-0.008535889578501075,-0.0690422738136044,-0.06162180511209433
38.69,-0.0047454285881628,-0.008920082004754325,-0.068996075190491,-0.06159538540823924
38.7,-0.0045493035349755,-0.008517571519683569,-0.0689453862764799,-0.061646053665130006
38.71,-0.0044737450398975,-0.008063676932823272,-0.0690309741143862,-0.0616663448289709
38.72,-0.0044382679094467,-0.00766204213375641,-0.0689442969807374,-0.06168651798920445
38.73,-0.0043417245930313,-0.0074260283194102945,-0.0690454312965801,-0.061677389757580706
38.74,-0.0042479790281519,-0.007374197668538644,-0.0691447633072995,-0.06163904204257828
38.75,-0.0041566810551879,-0.007301816943603694,-0.0692066646360919,-0.06162473917445848
38.76,-0.004026133885867,-0.006706731974607097,-0.0692862799759392,-0.06148919247964293
38.77,-0.0038940750587338,-0.0065902586320748455,-0.0692466211137865,-0.06131446284776337
38.78,-0.0038366166993458,-0.006599336185956168,-0.0691869866550193,-0.0615028373226528
38.79,-0.0037512538425829,-0.006711887623107957,-0.0692844638511802,-0.06159478309572881
38.8,-0.0036297339533156,-0.00667909378602018,-0.0693596921453566,-0.06160684157073232
38.81,-0.0034719839253627,-0.006700523871664907,-0.0693310684937881,-0.0616642063514847
38.82,-0.0032884406825136,-0.006972531520289718,-0.0694330479242846,-0.06173321384269509
38.83,-0.003177475893779,-0.006942515634049452,-0.0695506557952799,-0.06173813985337733
38.84,-0.0032042822393591,-0.007805347400056263,-0.0694356796770148,-0.061763412329078726
38.85,-0.0031444366363674,-0.008801863729142347,-0.0695084048249215,-0.061745484008537
38.86,-0.0029795224445472,-0.009769110038563029,-0.0697469153762013,-0.06170839764442608
38.87,-0.002962440977149,-0.010666416811028583,-0.0698297947821755,-0.061630336092323754
38.88,-0.002743473799532,-0.01125814400037409,-0.069890847449598,-0.061558284506146546
38.89,-0.0027139581425279,-0.011742379191038897,-0.0698505836659452,-0.06146504673979873
38.9,-0.0026535916137591,-0.012085695765079937,-0.0700122810626981,-0.06136904388675911
38.91,-0.0025821043931463,-0.012418952551404995,-0.070239641029918,-0.06122273890920145
38.92,-0.0025839588826279,-0.012861574088120206,-0.0702152848594069,-0.06103553077880008
38.93,-0.0025539109329105,-0.01371698805117369,-0.0705473726713532,-0.06072135200878076
38.94,-0.0027878508005107,-0.015121595659392091,-0.0706057122645758,-0.06029390337251216
38.95,-0.0028291346969911,-0.017056926891436654,-0.0706786622433826,-0.059780599325457685
38.96,-0.0026836383953516,-0.01971309320620598,-0.07103835218053,-0.05929483850385803
38.97,-0.0025797234725249,-0.023022185006503514,-0.0714374574807714,-0.05876913280795008
38.98,-0.0025514181241646,-0.027064930693651942,-0.0717840321012041,-0.058073382892022185
38.99,-0.0024657373707894,-0.031526381589197454,-0.0723530415765709,-0.057261520439134815
39.0,-0.0025552960514154,-0.036365797175092994,-0.0727945354609837,-0.05635874990766953
39.01,-0.0024847588212798,-0.0413821721083987,-0.0735521331280987,-0.0553528566953342
39.02,-0.002441760854386,-0.04621994853134707,-0.0741453463108236,-0.05433566906689429
39.03,-0.0023339029444669,-0.05042987374595126,-0.0748060968996222,-0.0534415062330581
39.04,-0.0023892802841579,-0.05431920412034707,-0.0757464474734448,-0.052552190144886164
39.05,-0.0023433260173,-0.057599887268833964,-0.0765500261571552,-0.05173967365284611
39.06,-0.0022742651081907,-0.06028087671791039,-0.077480747250871,-0.050993508461299214
39.07,-0.0023198043135862,-0.06252678126970188,-0.0784828495947951,-0.0504037702693029
39.08,-0.0023516445479027,-0.06409856618694004,-0.0794697868182706,-0.05007399701201911
39.09,-0.0025238965626315,-0.0652021743521278,-0.0802518533673786,-0.05005061185491541
39.1,-0.0026445941436666,-0.06591344630615037,-0.0813832017830798,-0.05017671170184079
39.11,-0.0028102666730863,-0.066189878093255,-0.0823870099485651,-0.05050394274731825
39.12,-0.0031428543682072,-0.0662576335512223,-0.0833044501616432,-0.05106064620901182
39.13,-0.0034265216525898,-0.06641794444289537,-0.0844516711689406,-0.05164730666634451
39.14,-0.003802911921301,-0.06682935533250195,-0.0853013377512721,-0.05234789020478245
39.15,-0.0040042160327939,-0.06750334143336886,-0.0864720952747061,-0.05297264964834348
39.16,-0.0043336269930926,-0.06884574285089923,-0.0874813853549083,-0.05363380299493627
39.17,-0.0046071823212618,-0.07032035524783165,-0.0885943713915378,-0.05420704897533573
39.18,-0.0047977430870753,-0.07182125728747546,-0.0896886594799668,-0.05480030137281213
39.19,-0.0049919142677629,-0.07306419183349785,-0.0908002208824065,-0.055409244293830894
39.2,-0.0051712982124611,-0.07428658966051857,-0.0919638213386283,-0.056058899294134094
39.21,-0.0053032181268236,-0.07517136295516091,-0.0930784686511946,-0.056717638396219926
39.22,-0.0052317060438738,-0.07551969914189863,-0.0941035424976834,-0.05739761637649537
39.23,-0.005418053022385,-0.07606677867343045,-0.0952513099633388,-0.05814645443597431
39.24,-0.0054448203176696,-0.07651431908269465,-0.09631316589069,-0.05888736974160743
39.25,-0.0054430184031441,-0.07652340619839063,-0.0974067911465999,-0.05965712062637328
39.26,-0.0054142040089634,-0.07639101408620358,-0.0985588434329517,-0.06047507373735955
39.27,-0.0054022290510182,-0.07614992742463192,-0.0997165561849341,-0.061370265285788456
39.28,-0.0054110190097475,-0.07546615103925006,-0.1005866454627668,-0.06231367995135467
39.29,-0.0054281694704084,-0.07465299462788308,-0.1018236636536123,-0.06319414167828533
39.3,-0.0055092498616284,-0.07371190304617356,-0.1031324907591307,-0.06399621510597889
39.31,-0.0055377419499426,-0.07254951857403899,-0.1040911073855579,-0.06480910425420028
39.32,-0.0056251649030105,-0.07164551992298801,-0.1052374861968573,-0.065595235912753
39.33,-0.0057758537519667,-0.07125909767831587,-0.1063390645300377,-0.06639293893749496
39.34,-0.0057732591884319,-0.07112956199946935,-0.1076166158051403,-0.06709316493772663
39.35,-0.0058815163420135,-0.07128116993818676,-0.1088204196727743,-0.06781262964459975
39.36,-0.0059674904621025,-0.07155555435608354,-0.1099020521835071,-0.06857897305132636
39.37,-0.0060210262290262,-0.0720632856207066,-0.1112890839633749,-0.06937820269075948
39.38,-0.0060413524480767,-0.07251356326526648,-0.1123746443517604,-0.0702357789942303
39.39,-0.006232259670154,-0.07302180623023341,-0.1134814934166666,-0.0711860244244473
39.4,-0.0062572382570944,-0.07347746217670562,-0.11480788973263,-0.0721911330842914
39.41,-0.0062911226278051,-0.07355556389857101,-0.1159818690340153,-0.07314406701326674
39.42,-0.0063386493763878,-0.07349831334046361,-0.1172737777430839,-0.07418073027078793
39.43,-0.0064951040201135,-0.07363070500880381,-0.1184743302059987,-0.07542358431052729
39.44,-0.0064001883257755,-0.0733527422139632,-0.1199268014299652,-0.07643464619874944
39.45,-0.0064923395046863,-0.07307760513570652,-0.1211562570156668,-0.07766921383336836
39.46,-0.0066375928604806,-0.0728724904163954,-0.1228024145407173,-0.07896640383106758
39.47,-0.0065542407304936,-0.07235578588352368,-0.1241534701752856,-0.0800508452860296
39.48,-0.0065806829252872,-0.0715911609400934,-0.1249265054641685,-0.08108205547853677
39.49,-0.006636926833506,-0.07077243388715979,-0.126130201950096,-0.08211205829968443
39.5,-0.0066047635452687,-0.06987923122311288,-0.1273892808701663,-0.08305251295264542
39.51,-0.0066360100743204,-0.06899441358775757,-0.1286072231808808,-0.08396588648628507
39.52,-0.0066195909115525,-0.06834514182174406,-0.1298996737376193,-0.08501698538289759
39.53,-0.0065507458517084,-0.06770315662042625,-0.1311582598487521,-0.08603588187550919
39.54,-0.0066228812743377,-0.06711270909130437,-0.1322774608816651,-0.08715170204366533
39.55,-0.0064773578659974,-0.06659246532254126,-0.1337700555572203,-0.08823969931735115
39.56,-0.0063757688508101,-0.06598459911881502,-0.1349208846974089,-0.08939014695610006
39.57,-0.006313215282553,-0.06535389803138134,-0.1362946935994249,-0.0904964189797792
39.58,-0.0062267821549653,-0.06472140700021578,-0.137462559832361,-0.09171893883238377
39.59,-0.0060257102650848,-0.06399724906432955,-0.1388460594161265,-0.09289408616300292
39.6,-0.0059478065779123,-0.06320814195838986,-0.1400229607321252,-0.09416984205820383
39.61,-0.0058547867200433,-0.06245219888018191,-0.1413104611291426,-0.09550627964136271
39.62,-0.005703824860901,-0.0616695736032034,-0.1425570421818845,-0.09689339158582375
39.63,-0.0052108030236868,-0.06072397479898411,-0.1440909228683127,-0.09816617080693854
39.64,-0.005083221045403,-0.05962804958920206,-0.1453540512746423,-0.0993975862687452
39.65,-0.0049164481975371,-0.05864301014889111,-0.1465922226504048,-0.10089717736464236
39.66,-0.0046238418863237,-0.057579069704527135,-0.1479395845662242,-0.10220276189500549
39.67,-0.0044329386080904,-0.05651825999342431,-0.1491143733133814,-0.1036264629293033
39.68,-0.0041267188642875,-0.05532117606381123,-0.1503971786987572,-0.10482295564763361
39.69,-0.0038435366470431,-0.05413596251436637,-0.1517084096574996,-0.1060688232349056
39.7,-0.0035569334914032,-0.052850226945345156,-0.1529298548518164,-0.10718814057674843
39.71,-0.0032247779779576,-0.051466024270575145,-0.1541879690801085,-0.10812815590850841
39.72,-0.0028869190035545,-0.05009691116412644,-0.1555045085027082,-0.10909291024228872
39.73,-0.0025862855106459,-0.048752240883986726,-0.1567758093163845,-0.1101480692704687
39.74,-0.0022245568016366,-0.04735030975642771,-0.1578062308578533,-0.11130131568223431
39.75,-0.0018414576785107,-0.04604860916267129,-0.1591110345484727,-0.11255886304588616
39.76,-0.0015061851671131,-0.04476041242879249,-0.1602229288988336,-0.11382436117819872
39.77,-0.0010789166008703,-0.04351208052488484,-0.1614324398338769,-0.1152215813952338
39.78,-0.0007639263019913,-0.04221679619408786,-0.1624761033950278,-0.11660355647594614
39.79,-0.0004023749004113,-0.040965005353079585,-0.163661246452966,-0.11810674193607197
39.8,5.5229778352950014e-05,-0.03971696822648347,-0.1648245847296034,-0.11954459318636358
39.81,0.0005063360684131,-0.03841086967114547,-0.1660189221804723,-0.12084465226062353
39.82,0.000897686902583,-0.037077598170463945,-0.167178815006003,-0.12219880945581846
39.83,0.0012898769149505,-0.03569337048999834,-0.1680432038439636,-0.12348173029572321
39.84,0.0017212592070438,-0.03431875705828965,-0.1691718675559703,-0.12476991176264723
39.85,0.0023167823925818,-0.03289012444049026,-0.1702684667894657,-0.12592325914553154
39.86,0.0026981426780752,-0.03150348825745043,-0.1712470022436525,-0.127386277976808
39.87,0.0032357040351918,-0.03009019463453657,-0.1724287551378824,-0.12877268227528668
39.88,0.0038172328643043,-0.028657700325024855,-0.1735927042884984,-0.13021763584566343
39.89,0.0043014037511999,-0.027258281568573114,-0.1747016117030992,-0.13192330427271995
39.9,0.0049479510867146,-0.02584084035537492,-0.1758291062618844,-0.13353939650468058
39.91,0.0055081272356555,-0.024476099244467663,-0.1767893195826479,-0.13560255517252298
39.92,0.0061126020457528,-0.02310166942551907,-0.177946867472963,-0.1375290960971226
39.93,0.0066265921543087,-0.02168833364562075,-0.1790129810953257,-0.13940444422348358
39.94,0.0073244356918291,-0.020242997957702732,-0.1800782367965058,-0.14130974112550856
39.95,0.0078340901885392,-0.018774319155979467,-0.1812443874557236,-0.1432513425602548
39.96,0.0085553347337251,-0.01723895597372974,-0.1823617456379657,-0.14478053456486625
39.97,0.0092101849640503,-0.015648335320548965,-0.1835742644503218,-0.1462269012053293
39.98,0.0097313095037614,-0.01402831858214489,-0.1845174929984551,-0.1476059835056707
39.99,0.0105488355081001,-0.012395577660069396,-0.1858746053422485,-0.14883730290984082
40.0,0.0112530485145445,-0.010669834753601056,-0.1867964987217604,-0.14911720362422784
40.01,0.0119669703203723,-0.008925653905885025,-0.187711965052948,-0.14968350487657028
40.02,0.012804218163605,-0.007191059600398907,-0.1887952525554764,-0.1500986813358348
40.03,0.0135407025150467,-0.005519231332499864,-0.1898054036210593,-0.15096669832109869
40.04,0.0142242250211727,-0.0038508813838164357,-0.1907050993616579,-0.15120687728559706
40.05,0.0150600526289153,-0.0022000069998705934,-0.1917605414056006,-0.15188070625678732
40.06,0.0158895816932592,-0.0005731863903838397,-0.1925404022007131,-0.1523224067207498
40.07,0.0167038710379966,0.0010281913580305405,-0.1934880663908912,-0.15332074454850608
40.08,0.0173842439009129,0.0026063762629195426,-0.1943303220841092,-0.15431438780758486
40.09,0.0183532415766252,0.004169865304352478,-0.1954451360964624,-0.15529386559223815
40.1,0.0190752431604307,0.00574169607018776,-0.1963706372690607,-0.15686807867254499
40.11,0.0198538052759887,0.007295396428478769,-0.1971724363903799,-0.15847858790063624
40.12,0.0205426839894102,0.008892417142963033,-0.1979570680160428,-0.16064082525575868
40.13,0.0211959433559984,0.010465819058857476,-0.1989116981689914,-0.16167344356585295
40.14,0.0220772304601372,0.012064205106380906,-0.1997983550957293,-0.16295899067106567
40.15,0.0228838979065274,0.01369482622129577,-0.2005703392576853,-0.16444710208917984
40.16,0.0237045992698831,0.01534072384423783,-0.2015920967698056,-0.16593042100023384
40.17,0.0243771933906914,0.017020856688807897,-0.2024080541073971,-0.1676332064426435
40.18,0.0251339953318115,0.018728203000471354,-0.203270461826457,-0.16948814039992086
40.19,0.0260184511712385,0.020423570570093995,-0.20413946655819,-0.17103920085367083
40.2,0.0265498706837166,0.022090196134291133,-0.2047644300576118,-0.1727382864896903
40.21,0.0274355201712234,0.023762323902903525,-0.2056336096876053,-0.17418028512507475
40.22,0.0282149893685722,0.02541452730648758,-0.2063430472950783,-0.1755216100596389
40.23,0.0290169497747827,0.027192954533530225,-0.2073300598038583,-0.17733058815001784
40.24,0.0297283399964927,0.028884855948983185,-0.2080910813847316,-0.17876568038798157
40.25,0.0306999792930954,0.030521286944189763,-0.2087586766908435,-0.17995260031289131
40.26,0.0314945247148566,0.0322808316995124,-0.2095210247352129,-0.18143265065436084
40.27,0.0323861214595594,0.03400255072676915,-0.2104823121117388,-0.18276347448702635
