Complexity,Loss,Equation
1,0.00040338494,"0.012710928"
2,0.0004033849,"sin(0.012711484)"
4,0.00010444185,"(x1 * x1)"
6,9.429816e-5,"((x1 * x1) - -0.0031849167)"
8,8.478292e-5,"((-0.033024225 - x1) * (x0 - x1))"
9,8.466207e-5,"tanh((-0.033024225 - x1) * (x0 - x1))"
10,8.454675e-5,"tanh(tanh((-0.033024225 - x1) * (x0 - x1)))"
11,6.470572e-5,"((x1 + (x0 * x0)) * (x1 - x0))"
12,6.4655855e-5,"tanh((x1 + (x0 * x0)) * (x1 - x0))"
13,4.8030233e-5,"((x1 + (x0 * (x0 + x0))) * (x1 - x0))"
14,4.7727026e-5,"((x1 + (x0 * (x0 + x0))) * tanh(x1 - x0))"
15,2.6730451e-18,"((x1 + ((x0 * x0) / x1)) * x1)"
28,2.5950033e-18,"((x1 + (x0 * (x0 / (x1 + ((x0 - x0) * (x0 / x1)))))) * x1)"
