Complexity,Loss,Equation
1,0.0006804673,"0.020246983"
2,0.00068046723,"tanh(0.020246983)"
4,0.0001381741,"(x1 * x1)"
6,7.220131e-5,"((x1 - x0) * x1)"
7,7.020866e-5,"(tanh(x1 - x0) * x1)"
8,6.699042e-5,"((-0.01334976 - x1) * (x0 - x1))"
9,6.493734e-5,"((-0.01334976 - x1) * tanh(x0 - x1))"
10,5.3122163e-5,"((-0.04132652 - x1) * ((x0 - x1) - -0.058352005))"
11,5.059329e-5,"(tanh(-0.04132652 - x1) * ((x0 - x1) - -0.058352005))"
12,4.9115424e-5,"(tanh(tanh(-0.04132652 - x1)) * ((x0 - x1) - -0.058352005))"
13,4.8788934e-5,"(tanh(tanh(-0.04132652 - x1)) * sin((x0 - x1) - -0.058352005))"
14,4.8508882e-5,"(tanh(tanh(tanh(tanh(-0.04132652) - x1))) * ((x0 - x1) - -0.058352005))"
15,4.8892073e-18,"((x1 + ((x0 / x1) * x0)) * x1)"
