Complexity,Loss,Equation
1,0.00040338494,"0.012711142"
3,0.0004033849,"sin(tanh(0.012712185))"
4,0.00010444185,"(x1 * x1)"
6,9.429816e-5,"((x1 * x1) - -0.003184917)"
8,8.516116e-5,"((x1 + 0.027903728) * (x1 - x0))"
11,6.470572e-5,"((x1 + (x0 * x0)) * (x1 - x0))"
12,6.4655855e-5,"tanh((x1 + (x0 * x0)) * (x1 - x0))"
13,4.8030233e-5,"((x1 + ((x0 + x0) * x0)) * (x1 - x0))"
14,4.723819e-5,"((x1 + ((x0 * x0) * 2.1609974)) * (x1 - x0))"
15,2.7217249e-18,"((((x1 * x1) / x0) + x0) * x0)"
19,2.5950033e-18,"((x1 + (x0 * ((x0 / x1) - (x0 - x0)))) * x1)"
