Complexity,Loss,Equation
1,0.00040338494,"0.012711163"
2,0.0004033849,"tanh(0.012709286)"
4,0.00010444185,"(x1 * x1)"
6,9.429816e-5,"((x1 * x1) + 0.003184917)"
8,8.4782296e-5,"((x1 - -0.032825775) * (x1 - x0))"
9,8.466195e-5,"tanh((x1 - -0.032825775) * (x1 - x0))"
10,8.4551575e-5,"tanh(tanh((x1 - x0) * (x1 + 0.032426625)))"
11,7.6300756e-5,"((x1 + ((-0.546767 + x0) * x0)) * x1)"
12,5.8728554e-5,"(x1 * ((x0 * log(x0 - -0.4449126)) + x1))"
13,5.784564e-5,"(x1 * ((x0 * log(x0 - tanh(-0.4449126))) + x1))"
14,5.408208e-5,"(x1 * ((log(x0 + 0.7206497) * (x0 + x0)) + x1))"
15,2.5950033e-18,"(x1 * ((x0 * (x0 / x1)) + x1))"
