Complexity,Loss,Equation
1,0.00068046723,"0.020248298"
4,0.0001381741,"(x1 * x1)"
6,7.220131e-5,"(x1 * (x1 - x0))"
7,7.020866e-5,"(x1 * tanh(x1 - x0))"
8,6.414272e-5,"((x1 * (x1 - x0)) - -0.0029916554)"
9,5.9482572e-5,"((x1 * tanh(x1 - x0)) - -0.0029916554)"
10,3.0061747e-5,"((x1 * x1) - tanh(x0 * 0.11048332))"
12,2.1775912e-5,"((x1 * x1) - sin(x0 * (0.11048332 - -0.039779034)))"
16,2.6184642e-7,"((x1 * x1) - tanh(sin(x0 * ((0.11048332 * 0.06561457) - x0))))"
22,2.5193325e-8,"((x1 - ((sin(x0) * ((-0.46394926 - 0.52512556) / tanh(x1))) * x0)) * x1)"
