complexity,loss,score,equation,sympy_format,lambda_format
1,0.0051041506,0.0,-3.3316763e-5,-3.33167630000000e-5,PySRFunction(X=>-0.0000333167630000000)
2,0.0051039634,3.667670639680436e-05,square(-3.3316763e-5),1.11000669679817e-9,PySRFunction(X=>1.11000669679817E-9)
3,0.002931806,0.554398759774364,(0.04660641 * x0),0.04660641*x0,PySRFunction(X=>0.04660641*x0)
5,0.0029114226,0.0034883938446394463,((x0 + -0.09234155) * 0.0466266),0.0466266*x0 - 0.00430557251523,PySRFunction(X=>0.0466266*x0 - 0.00430557251523)
6,0.0023422653,0.21752328969831847,(x10 * square(-0.17068921 * x0)),0.0291348064104241*x0**2*x10,PySRFunction(X=>0.0291348064104241*x0**2*x10)
7,0.0022995593,0.01840104212826111,(x10 * square(tanh(-0.17068921 * x0))),x10*tanh(0.17068921*x0)**2,PySRFunction(X=>x10*tanh(0.17068921*x0)**2)
8,0.0020752181,0.1026512392872685,(((x0 + -0.33440134) * abs(x10)) * 0.06249948),0.06249948*(x0 - 0.33440134)*Abs(x10),PySRFunction(X=>0.06249948*(x0 - 0.33440134)*Abs(x10))
11,0.0019714693,0.01709571809271978,(((x0 + (abs(x9) / -2.0725195)) * abs(x10)) * 0.06649389),0.06649389*(x0 - 0.482504507195228*Abs(x9))*Abs(x10),PySRFunction(X=>0.06649389*(x0 - 0.482504507195228*Abs(x9))*Abs(x10))
12,0.0019711559,0.0001589803670205316,sin(((x0 + (abs(x9) / -2.0725195)) * abs(x10)) * 0.06649389),sin(0.06649389*(x0 - 0.482504507195228*Abs(x9))*Abs(x10)),PySRFunction(X=>sin(0.06649389*(x0 - 0.482504507195228*Abs(x9))*Abs(x10)))
13,0.0019434236,0.01416896193250378,(((x0 + ((square(x9) * 2.4501998) * -0.12036624)) * abs(x10)) * 0.068268456),0.068268456*(x0 - 0.294921337174752*x9**2)*Abs(x10),PySRFunction(X=>0.068268456*(x0 - 0.294921337174752*x9**2)*Abs(x10))
14,0.001856505,0.045755472143869665,(((x0 + ((abs(x10) + square(x9)) * -0.16073298)) * abs(x10)) * 0.068268456),0.068268456*(x0 - 0.16073298*x9**2 - 0.16073298*Abs(x10))*Abs(x10),PySRFunction(X=>0.068268456*(x0 - 0.16073298*x9**2 - 0.16073298*Abs(x10))*Abs(x10))
16,0.0018510761,0.0014642711065756748,((((x0 + ((abs(x10) + square(x9)) * -0.16073298)) + 0.030663526) * abs(x10)) * 0.068268456),0.068268456*(x0 - 0.16073298*x9**2 - 0.16073298*Abs(x10) + 0.030663526)*Abs(x10),PySRFunction(X=>0.068268456*(x0 - 0.16073298*x9**2 - 0.16073298*Abs(x10) + 0.030663526)*Abs(x10))
17,0.0018299159,0.011497136145033162,(((x0 + ((abs(x10) + (square(abs(x9)) - x1)) * -0.16073298)) * abs(x10)) * 0.068268456),0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2)*Abs(x10),PySRFunction(X=>0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2)*Abs(x10))
18,0.0018274608,0.0013425471698131591,tanh(((x0 + ((abs(x10) + (square(abs(x9)) - x1)) * -0.16073298)) * abs(x10)) * 0.068268456),tanh(0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2)*Abs(x10)),PySRFunction(X=>tanh(0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2)*Abs(x10)))
19,0.0018218566,0.0030713713230413053,((((x0 + ((abs(x10) + (square(abs(x9)) - x1)) * -0.16073298)) + 0.030663526) * abs(x10)) * 0.068268456),0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2 + 0.030663526)*Abs(x10),PySRFunction(X=>0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2 + 0.030663526)*Abs(x10))
20,0.0018188512,0.0016509980189429415,tanh((((x0 + ((abs(x10) + (square(abs(x9)) - x1)) * -0.16073298)) + 0.030663526) * abs(x10)) * 0.068268456),tanh(0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2 + 0.030663526)*Abs(x10)),PySRFunction(X=>tanh(0.068268456*(x0 + 0.16073298*x1 - 0.16073298*Abs(x10) - 0.16073298*Abs(x9)**2 + 0.030663526)*Abs(x10)))
