Complexity,Loss,Equation
1,0.0004755896,"2.7989346e-9"
3,0.00029841356,"(x16 * -0.013309837)"
5,0.00022979098,"(-0.03549582 * (x14 + x15))"
7,0.0002181114,"(-0.03549582 * (x14 + (x15 * 0.91430044)))"
9,0.00019718165,"(-0.03549582 * ((x14 + (0.12943824 * x4)) + x15))"
11,0.00018468377,"(-0.03549582 * ((x14 + (0.12943824 * (x4 - x2))) + x15))"
13,0.00017819753,"((-0.03549582 * ((x14 + (0.12943824 * (x4 - x2))) + x15)) * 0.8648468)"
