complexity,loss,score,equation,sympy_format,lambda_format
1,0.004721029,0.0,0.00061160454,0.000611604540000000,PySRFunction(X=>0.000611604540000000)
3,0.004160305,0.06321919770918207,(0.00061160454 * gamma_v_sway),0.00061160454*gamma_v_sway,PySRFunction(X=>0.00061160454*gamma_v_sway)
5,0.004150649,0.0011618406677252184,((-0.801962 - gamma_v_sway) * -0.0007661569),0.0007661569*gamma_v_sway + 0.0006144287198378,PySRFunction(X=>0.0007661569*gamma_v_sway + 0.0006144287198378)
7,0.004082647,0.008259577497579475,(((-5.4592996 * 1.8443551) - gamma_v_sway) * -0.0007661569),0.0007661569*gamma_v_sway + 0.00771434729610064,PySRFunction(X=>0.0007661569*gamma_v_sway + 0.00771434729610064)
13,0.004081111,6.271621550290267e-05,(((((v_sway_l - v_sway_l) * 0.7376348) + (gamma_v_sway * 0.000767101)) + 0.07326803) + -0.06430443),0.000767101*gamma_v_sway + 0.0089636,PySRFunction(X=>0.000767101*gamma_v_sway + 0.0089636)
15,0.003995352,0.010618784897607637,(((((-3.0489283 + ((gamma_v_sway_l - 0.3216544) - T_l)) * -12.429382) + v_sway_sq_l) - v_sway_l) * -1.694792e-7),-2.1065217178544e-6*T_l + 2.1065217178544e-6*gamma_v_sway_l + 1.694792e-7*v_sway_l - 1.694792e-7*v_sway_sq_l - 7.10020565937432e-6,PySRFunction(X=>-2.1065217178544e-6*T_l + 2.1065217178544e-6*gamma_v_sway_l + 1.694792e-7*v_sway_l - 1.694792e-7*v_sway_sq_l - 7.10020565937432e-6)
19,0.0036648582,0.021585510299523384,((((v_sway_sq_l + v_sway_sq_l) * (((gamma_v_sway_l + sin_gamma) + (v_sway * torque)) / (v_sway_l - 0.22517441))) * -2.589199e-9) * -0.7483674),3.8753442474252e-9*v_sway_sq_l*(gamma_v_sway_l + sin_gamma + torque*v_sway)/(v_sway_l - 0.22517441),PySRFunction(X=>3.8753442474252e-9*v_sway_sq_l*(gamma_v_sway_l + sin_gamma + torque*v_sway)/(v_sway_l - 0.22517441))
