complexity,loss,score,equation,sympy_format,lambda_format
1,0.0026827706,0.0,2.7653596e-6,2.76535960000000e-6,PySRFunction(X=>0.00000276535960000000)
2,0.002682753,6.560403536362628e-06,square(-9.987766e-6),9.97554696707560e-11,PySRFunction(X=>9.97554696707560E-11)
3,0.0023714413,0.12334559231733704,(0.01763865 * x13),0.01763865*x13,PySRFunction(X=>0.01763865*x13)
6,0.0016873535,0.11344552952718334,((0.0340076 * abs(x3)) * x13),0.0340076*x13*Abs(x3),PySRFunction(X=>0.0340076*x13*Abs(x3))
7,0.0016872853,4.041914056649076e-05,(tanh(abs(0.034052406 * x3)) * x13),x13*tanh(0.034052406*Abs(x3)),PySRFunction(X=>x13*tanh(0.034052406*Abs(x3)))
8,0.0016276618,0.0359763995987842,((0.10713444 * square(square(tanh(x3)))) * x13),0.10713444*x13*tanh(x3)**4,PySRFunction(X=>0.10713444*x13*tanh(x3)**4)
9,0.001575009,0.03288351989477397,((0.10713444 * square(tanh(x3 + 0.33397612))) * x13),0.10713444*x13*tanh(x3 + 0.33397612)**2,PySRFunction(X=>0.10713444*x13*tanh(x3 + 0.33397612)**2)
10,0.001574817,0.00012191149621457735,((0.10713444 * square(tanh(x3 + tanh(0.33397612)))) * x13),0.10713444*x13*tanh(x3 + 0.322088959893651)**2,PySRFunction(X=>0.10713444*x13*tanh(x3 + 0.322088959893651)**2)
11,0.001573174,0.0010438404361288393,tanh((0.10713444 * square(tanh(x3 + tanh(0.34009266)))) * x13),tanh(0.10713444*x13*tanh(x3 + 0.327560115306182)**2),PySRFunction(X=>tanh(0.10713444*x13*tanh(x3 + 0.327560115306182)**2))
12,0.0015722758,0.0005711107037306919,tanh(tanh((tanh(0.10713444) * square(tanh(x3 + 0.34009266))) * x13)),tanh(tanh(0.106726424339639*x13*tanh(x3 + 0.34009266)**2)),PySRFunction(X=>tanh(tanh(0.106726424339639*x13*tanh(x3 + 0.34009266)**2)))
15,0.0014583447,0.02507403283803439,((0.10713444 * tanh(square(abs(tanh(abs(square(x3 + x5))))))) * (x13 + -0.68538994)),0.10713444*(x13 - 0.68538994)*tanh(tanh(Abs((x3 + x5)**2))**2),PySRFunction(X=>0.10713444*(x13 - 0.68538994)*tanh(tanh(Abs((x3 + x5)**2))**2))
16,0.0014473432,0.007572425497092233,((0.10713444 * tanh(square(abs(tanh(square(x3 + (x5 * 0.9670337))))))) * (x13 + -0.68538994)),0.10713444*(x13 - 0.68538994)*tanh(Abs(tanh((x3 + 0.9670337*x5)**2))**2),PySRFunction(X=>0.10713444*(x13 - 0.68538994)*tanh(Abs(tanh((x3 + 0.9670337*x5)**2))**2))
17,0.0013771681,0.04970031062504527,((tanh(tanh(sin(0.10713444))) * tanh(square(abs(abs(square(x3 + x5)))))) * (x13 + -0.68538994)),0.106122825343629*(x13 - 0.68538994)*tanh(Abs((x3 + x5)**2)**2),PySRFunction(X=>0.106122825343629*(x13 - 0.68538994)*tanh(Abs((x3 + x5)**2)**2))
