complexity,loss,score,equation,sympy_format,lambda_format
1,0.004721428,0.0,9.201581e-7,9.20158100000000e-7,PySRFunction(X=>9.20158100000000E-7)
2,0.0047214194,1.8214844813634904e-06,square(-5.5426448e-5),3.07209113789670e-9,PySRFunction(X=>3.07209113789670E-9)
3,0.0038123967,0.21385142824466455,(-0.030219657 * x4),-0.030219657*x4,PySRFunction(X=>-0.030219657*x4)
4,0.0038123624,8.997005557872871e-06,tanh(-0.030219657 * x4),-tanh(0.030219657*x4),PySRFunction(X=>-tanh(0.030219657*x4))
5,0.003188257,0.178774676994636,(-0.030219657 * (x4 + x5)),-0.030219657*x4 - 0.030219657*x5,PySRFunction(X=>-0.030219657*x4 - 0.030219657*x5)
6,0.0029938237,0.06292297265614802,(-0.047751747 * (x4 + tanh(x15))),-0.047751747*x4 - 0.047751747*tanh(x15),PySRFunction(X=>-0.047751747*x4 - 0.047751747*tanh(x15))
7,0.0018013776,0.5079996943109039,(-0.047751747 * (x4 + (x5 + x15))),-0.047751747*x15 - 0.047751747*x4 - 0.047751747*x5,PySRFunction(X=>-0.047751747*x15 - 0.047751747*x4 - 0.047751747*x5)
9,0.001796512,0.001352349156613305,(0.04775607 * (0.043606915 - (x4 + (x5 + x15)))),-0.04775607*x15 - 0.04775607*x4 - 0.04775607*x5 + 0.00208249488522405,PySRFunction(X=>-0.04775607*x15 - 0.04775607*x4 - 0.04775607*x5 + 0.00208249488522405)
10,0.0014258518,0.23107761768142357,(0.06363023 * (tanh(x5) - ((x5 + x4) + x15))),-0.06363023*x15 - 0.06363023*x4 - 0.06363023*x5 + 0.06363023*tanh(x5),PySRFunction(X=>-0.06363023*x15 - 0.06363023*x4 - 0.06363023*x5 + 0.06363023*tanh(x5))
11,0.0014211447,0.003306715894520293,tanh(0.0645012 * (tanh(x5) - ((x5 + x4) + x15))),-tanh(0.0645012*x15 + 0.0645012*x4 + 0.0645012*x5 - 0.0645012*tanh(x5)),PySRFunction(X=>-tanh(0.0645012*x15 + 0.0645012*x4 + 0.0645012*x5 - 0.0645012*tanh(x5)))
12,0.0013464021,0.05402675002003023,((0.065110765 * (tanh(x5) - (x4 + (x5 + x15)))) - 0.008310708),-0.065110765*x15 - 0.065110765*x4 - 0.065110765*x5 + 0.065110765*tanh(x5) - 0.008310708,PySRFunction(X=>-0.065110765*x15 - 0.065110765*x4 - 0.065110765*x5 + 0.065110765*tanh(x5) - 0.008310708)
13,0.0013439911,0.0017923035528153353,sin(0.066004895 * (tanh(x5) - (((x5 + x4) + 0.12630899) + x15))),-sin(0.066004895*x15 + 0.066004895*x4 + 0.066004895*x5 - 0.066004895*tanh(x5) + 0.00833701162250605),PySRFunction(X=>-sin(0.066004895*x15 + 0.066004895*x4 + 0.066004895*x5 - 0.066004895*tanh(x5) + 0.00833701162250605))
