Complexity,Loss,Equation
1,0.00055107725,"-2.1083464e-9"
3,0.00033981167,"(-0.014534977 * x16)"
5,0.00028226178,"(0.007905252 * (x3 - x16))"
7,0.00026363917,"(0.007905252 * (x3 - (x13 - x3)))"
9,0.00023734386,"(0.007905252 * ((x3 - x16) - (x13 - x3)))"
11,0.00022255267,"(0.007905252 * ((x3 - (x13 - x3)) - (x13 - x3)))"
13,0.00022190224,"(0.007905252 * ((x3 - (x13 - x3)) - ((x13 + -0.0641808) - x3)))"
