Complexity,Loss,Equation
1,0.0026789831,"torque"
3,0.001793528,"(0.00051538204 * v_surge_l)"
5,0.0017855859,"(0.00051538204 * (v_surge_l + 0.7064825))"
7,0.0015911172,"(((v_surge * 0.00041493992) + -0.17957701) + 0.19444132)"
21,0.0014615036,"(((v_surge * (0.30204538 - 0.21588846)) + ((((v_surge_l / -321.52493) * theta_v_surge) / 441.9414) + ((v_surge / -11.682362) + 0.5532946))) + -0.53734034)"
