complexity,loss,score,equation,sympy_format,lambda_format
1,0.0052941134,0.0,-7.079376e-8,-7.07937600000000e-8,PySRFunction(X=>-7.07937600000000E-8)
2,0.005294113,7.555561906230417e-08,square(2.4077185e-6),5.79710837524225e-12,PySRFunction(X=>5.79710837524225E-12)
3,0.002958136,0.5820361082526939,(x7 * 0.04833194),0.04833194*x7,PySRFunction(X=>0.04833194*x7)
5,0.002869515,0.01520815714952146,(-0.034171466 * (x10 - x7)),-0.034171466*x10 + 0.034171466*x7,PySRFunction(X=>-0.034171466*x10 + 0.034171466*x7)
6,0.0027209935,0.05314595497352998,(-0.016906122 * (x10 - square(x2))),-0.016906122*x10 + 0.016906122*x2**2,PySRFunction(X=>-0.016906122*x10 + 0.016906122*x2**2)
7,0.002591328,0.0488265853533417,(-0.016906122 * (square(x10) - square(x2))),-0.016906122*x10**2 + 0.016906122*x2**2,PySRFunction(X=>-0.016906122*x10**2 + 0.016906122*x2**2)
8,0.0024147094,0.07059153701606867,(-0.016906122 * ((0.9565244 - square(x2)) + x10)),-0.016906122*x10 + 0.016906122*x2**2 - 0.0161711182023768,PySRFunction(X=>-0.016906122*x10 + 0.016906122*x2**2 - 0.0161711182023768)
9,0.00226715,0.06305541252455381,(-0.025865087 * ((x11 * x2) + (x10 + 0.74691856))),-0.025865087*x10 - 0.025865087*x11*x2 - 0.0193191135363147,PySRFunction(X=>-0.025865087*x10 - 0.025865087*x11*x2 - 0.0193191135363147)
10,0.00224595,0.009394941806954351,(-0.025865087 * ((x11 * x2) + abs(x10 + 0.74691856))),-0.025865087*x11*x2 - 0.025865087*Abs(x10 + 0.74691856),PySRFunction(X=>-0.025865087*x11*x2 - 0.025865087*Abs(x10 + 0.74691856))
11,0.0021764885,0.031415795985826556,(-0.024186747 * ((x11 * x4) + abs(cos(x4) + x10))),-0.024186747*x11*x4 - 0.024186747*Abs(x10 + cos(x4)),PySRFunction(X=>-0.024186747*x11*x4 - 0.024186747*Abs(x10 + cos(x4)))
12,0.0021626488,0.0063790315786695796,(-0.024186747 * ((x11 * x2) + (cos(x2 * x14) + x10))),-0.024186747*x10 - 0.024186747*x11*x2 - 0.024186747*cos(x14*x2),PySRFunction(X=>-0.024186747*x10 - 0.024186747*x11*x2 - 0.024186747*cos(x14*x2))
13,0.0021308463,0.014814541952465019,(-0.025865087 * ((x11 * x2) + abs(x10 + cos(-0.745844 + x2)))),-0.025865087*x11*x2 - 0.025865087*Abs(x10 + cos(x2 - 0.745844)),PySRFunction(X=>-0.025865087*x11*x2 - 0.025865087*Abs(x10 + cos(x2 - 0.745844)))
15,0.0019715324,0.03885405818253366,(tanh(-0.03241335 * ((x11 * x4) + (x10 - -0.7853002))) * cos(x14 + 0.7974302)),-cos(x14 + 0.7974302)*tanh(0.03241335*x10 + 0.03241335*x11*x4 + 0.02545421023767),PySRFunction(X=>-cos(x14 + 0.7974302)*tanh(0.03241335*x10 + 0.03241335*x11*x4 + 0.02545421023767))
16,0.0019436757,0.014230237253247785,(tanh(-0.03241335 * ((x11 * x4) + (x10 - -0.7853002))) * cos(sin(x14 + 0.7974302))),-cos(sin(x14 + 0.7974302))*tanh(0.03241335*x10 + 0.03241335*x11*x4 + 0.02545421023767),PySRFunction(X=>-cos(sin(x14 + 0.7974302))*tanh(0.03241335*x10 + 0.03241335*x11*x4 + 0.02545421023767))
17,0.0018808781,0.03284212886980733,((-0.03241335 * ((x11 * x2) + (sin(cos(x2)) + x10))) * cos(cos(x13 - -0.49938893))),(-0.03241335*x10 - 0.03241335*x11*x2 - 0.03241335*sin(cos(x2)))*cos(cos(x13 + 0.49938893)),PySRFunction(X=>(-0.03241335*x10 - 0.03241335*x11*x2 - 0.03241335*sin(cos(x2)))*cos(cos(x13 + 0.49938893)))
